time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.017832,0.2259,9.7652,0.1959,0.4
0.033961,0.0023,9.9502,-0.029,0.45
0.052313,-0.0826,9.9401,-0.0013,0.45
0.052845,-0.1631,9.9091,0.0077,0.44
0.073422,-0.1826,9.9213,0.0101,0.46
0.073611,-0.177,9.9304,0.0691,0.47
0.086313,-0.1235,9.9148,0.1119,0.45
0.100547,-0.0647,9.8499,0.1029,0.37
0.100727,-0.0743,9.8483,0.1419,0.38
0.111889,-0.0483,9.8437,0.1104,0.36
0.11893,-0.0208,9.8059,0.1356,0.34
0.133543,0.0003,9.8063,0.1235,0.33
0.143972,0.0221,9.8277,0.1149,0.35
0.149319,0.0414,9.816,0.081,0.33
0.164426,0.0605,9.7975,0.0918,0.32
0.168714,0.1129,9.7447,0.1099,0.29
0.179216,0.1174,9.6902,0.138,0.26
0.196873,0.1192,9.6955,0.1573,0.28
0.198902,0.1409,9.6888,0.2164,0.32
0.212718,0.1524,9.6861,0.2425,0.34
0.219001,0.1711,9.7223,0.2308,0.36
0.229738,0.1714,9.7895,0.1992,0.39
0.2464,0.127,9.8496,0.1739,0.41
0.248578,0.0462,9.8887,0.1678,0.43
0.264131,0.0265,9.8978,0.1691,0.43
0.268908,-0.0244,9.85,0.2453,0.43
0.279433,-0.0297,9.7643,0.2841,0.39
0.297006,-0.073,9.6716,0.3687,0.41
0.298334,-0.1135,9.5901,0.5226,0.54
0.31285,-0.1134,9.5356,0.5822,0.59
0.318852,-0.1124,9.591,0.6231,0.64
0.330847,0.0231,9.567,0.7005,0.7
0.346386,0.5118,9.7173,0.525,0.76
0.348359,0.2898,9.8966,0.3068,0.58
0.364557,0.2281,10.032,0.2396,0.63
0.368684,0.3359,10.1515,0.2413,0.77
0.381368,0.3812,10.2423,0.1415,0.85
0.388265,0.4359,10.2442,0.1694,0.88
0.398807,0.4689,10.2185,0.2343,0.89
0.414388,0.5681,10.1779,0.3134,0.94
0.418408,0.5194,10.0443,0.3304,0.82
0.432657,0.3837,9.9092,0.3375,0.65
0.438025,0.2917,9.78,0.4607,0.61
0.448026,0.2763,9.7019,0.4746,0.59
0.465239,0.3303,9.7506,0.4559,0.62
0.467847,0.2891,9.7393,0.3797,0.53
0.480407,0.2799,9.7691,0.3813,0.54
0.488652,0.3479,9.8229,0.4093,0.63
0.498439,0.4112,9.8356,0.3934,0.66
0.518444,0.424,9.8694,0.3326,0.65
0.518861,0.3947,9.911200000000001,0.2914,0.64
0.533682,0.3758,9.9331,0.2584,0.63
0.537833,0.322,9.9341,0.2075,0.58
0.550906,0.2382,9.9643,0.1385,0.54
0.574985,0.2004,9.9806,0.1093,0.53
0.575099,0.1719,9.991,0.0956,0.53
0.58198,0.149,10.0025,0.0178,0.52
0.590582,0.1756,10.0012,-0.0154,0.53
0.598759,0.1945,9.967,-0.105,0.52
0.617421,0.1511,9.888,-0.2198,0.47
0.61822,0.2176,9.8282,-0.3375,0.52
0.631988,0.2724,9.7723,-0.3984,0.55
0.65089,0.0722,9.6715,-0.5776,0.61
0.66605,-0.1489,9.5826,-0.6134,0.64
0.668351,-0.3702,9.5368,-0.594,0.7
0.684294,-0.6306,9.4706,-0.6102,0.88
0.688687,-0.8381,9.3609,-0.575,1.03
0.702642,-1.0234,9.2661,-0.5268,1.17
0.717382,-1.0921,9.1367,-0.4557,1.24
0.722172,-1.0784,9.0175,-0.337,1.23
0.733717,-0.9814,9.0105,-0.2217,1.12
0.751747,-0.8,9.1585,-0.073,0.87
0.766344,-0.3263,9.9049,0.2157,0.56
0.771866,-0.0847,10.2761,0.2568,0.82
0.784417,0.0542,10.5814,0.1854,1.1
0.801937,0.0837,10.7953,-0.0116,1.3
0.802152,0.0171,10.7965,-0.2111,1.31
0.817406,-0.1378,10.7624,-0.3852,1.33
0.82226,-0.2744,10.7224,-0.4933,1.35
0.834923,-0.3357,10.6527,-0.3941,1.26
0.852196,-0.2816,10.6478,-0.0951,1.19
0.852403,-0.1523,10.6133,0.2727,1.16
0.867238,0.0826,10.4913,0.465,1.1
0.872213,0.3153,10.3446,0.5361,1.05
0.885958,0.2848,10.2212,0.526,0.94
0.892252,0.4977,10.2602,0.3113,0.96
0.903187,0.5186,9.9969,0.167,0.74
0.916446,0.5252,9.8798,0.134,0.66
0.922114,0.2281,9.7521,0.1046,0.36
0.935075,-0.1483,9.5971,0.1086,0.21
0.942003,-0.4779,9.4606,0.2396,0.54
0.961327,-1.0272,9.2581,0.3537,1.11
0.971689,-1.1769,9.2163,0.4002,1.28
0.98639,-1.0934,9.2171,0.4573,1.22
0.99173,-0.9498,9.264,0.4896,1.09
1.002714,-0.8074,9.2652,0.4345,0.95
1.01919,-0.6216,9.3231,0.3063,0.72
1.021515,-0.3967,9.3977,0.2621,0.49
1.034618,-0.2606,9.4856,0.2487,0.36
1.05403,-0.183,9.6092,0.1793,0.28
1.068686,-0.0939,9.7854,0.2327,0.38
1.085244,-0.1058,9.8111,0.2161,0.39
1.091739,-0.0442,9.7813,0.311,0.42
1.102431,-0.1318,9.7158,0.3752,0.45
1.119412,-0.1687,9.5951,0.4365,0.48
1.121619,-0.1466,9.4664,0.5465,0.57
1.135399,-0.1804,9.3485,0.6463,0.69
1.14197,-0.1328,9.212,0.7782,0.84
1.153312,-0.0762,9.1019,0.9183,1.0
1.169462,-0.0709,9.0698,1.088,1.17
1.17153,-0.1241,9.0706,1.3546,1.43
1.186221,-0.1387,9.0608,1.5282,1.6
1.192065,-0.1661,8.9642,1.5544,1.65
1.203133,-0.2285,8.9505,1.5056,1.62
1.220561,-0.2735,9.0155,1.4901,1.59
