time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.015121,-0.4288,9.913,0.3339,0.68
0.015281,-0.3006,9.9664,0.3024,0.63
0.02827,-0.126,9.9305,0.2089,0.49
0.05532,-0.0438,9.8965,0.1252,0.42
0.073795,0.2076,9.8445,0.1205,0.42
0.081772,0.1778,9.8808,0.1371,0.44
0.096064,0.0925,9.8693,0.0958,0.39
0.101681,0.0514,9.9269,0.0785,0.44
0.113171,0.0007,9.9395,0.0904,0.45
0.129812,-0.0682,9.9024,0.0694,0.41
0.131566,-0.0975,9.8623,0.0103,0.38
0.148987,-0.1296,9.8755,0.0269,0.4
0.15176,-0.1308,9.8668,0.1111,0.4
0.162402,-0.1371,9.8662,0.1825,0.43
0.17208,-0.1001,9.8556,0.2373,0.44
0.18212,-0.0424,9.8807,0.2672,0.47
0.196923,-0.0119,9.9169,0.2698,0.5
0.201458,0.0805,9.9922,0.2015,0.54
0.212445,0.1326,10.0217,0.125,0.55
0.221535,0.1234,10.0555,0.0167,0.57
0.23137,0.1662,10.0665,-0.0327,0.59
0.246396,0.1693,10.0576,0.0113,0.58
0.251443,0.1206,9.9971,0.0318,0.51
0.263987,0.0586,9.9298,0.0549,0.44
0.271286,-0.0861,9.8329,0.144,0.37
0.281918,-0.2378,9.8041,0.2471,0.46
0.29683,-0.3527,9.7785,0.2981,0.54
0.316299,-0.3398,9.7567,0.3191,0.53
0.331605,-0.7501,9.4987,0.0867,0.76
0.34903,-0.8197,9.4288,0.0831,0.83
0.351498,-0.8971,9.4404,0.1291,0.91
0.365554,-0.8469,9.5731,0.146,0.86
0.372698,-0.6187,9.81,0.2311,0.73
0.38151,-0.2906,10.0674,0.3534,0.73
0.398913,0.0031,10.2705,0.4005,0.87
0.401626,0.2481,10.3966,0.3637,1.0
0.417486,0.436,10.4823,0.2816,1.11
0.42177,0.6007,10.4812,0.174,1.16
0.433546,0.6972,10.443,0.021,1.17
0.450206,0.662,10.2802,-0.088,1.03
0.45125,0.5335,10.1591,-0.1096,0.86
0.466933,0.3406,10.0306,-0.0134,0.63
0.471536,0.1582,9.9419,0.1333,0.49
0.482399,-0.0365,9.8399,0.3059,0.46
0.500299,-0.3718,9.7092,0.3677,0.56
0.501928,-0.545,9.6342,0.4205,0.7
0.517455,-0.5723,9.5881,0.5813,0.82
0.521764,-0.5959,9.611,0.7369,0.95
0.534689,-0.6524,9.6661,0.7335,1.0
0.542031,-0.5953,9.7453,0.6297,0.9
0.552356,-0.4891,9.7639,0.422,0.7
0.568082,-0.409,9.834,0.2195,0.57
0.571771,-0.3231,10.0096,0.1076,0.61
0.584043,-0.215,10.1348,-0.0137,0.67
0.591589,-0.0787,10.2158,-0.1148,0.73
0.602072,-0.0123,10.271,-0.2434,0.81
0.617878,0.0031,10.3023,-0.3637,0.88
0.621394,0.0155,10.2909,-0.4181,0.89
0.633706,0.0541,10.2347,-0.4145,0.85
0.641673,0.1007,10.2289,-0.3511,0.82
0.65167,0.1174,10.1671,-0.2577,0.72
0.667088,0.1673,10.0753,-0.1585,0.62
0.671376,0.2785,10.0044,-0.1174,0.59
0.685086,0.2558,9.9367,-0.1276,0.52
0.691315,0.2414,9.8791,-0.0978,0.46
0.701636,0.2191,9.8178,-0.0811,0.39
0.718991,0.2066,9.8052,-0.0493,0.37
0.721435,0.2061,9.8049,-0.0157,0.37
0.734855,0.1711,9.8246,0.0881,0.38
0.741573,0.1476,9.8326,0.1992,0.41
0.752378,0.052,9.8578,0.3163,0.48
0.769508,-0.0442,9.864,0.4239,0.56
0.771074,-0.1184,9.8345,0.5422,0.65
0.785619,-0.2403,9.7589,0.6523,0.74
0.791361,-0.3151,9.6478,0.7105,0.79
0.801964,-0.4824,9.5114,0.7672,0.91
0.820953,-0.5779,9.4504,0.8905,1.06
0.82111,-0.6485,9.4263,0.9508,1.15
0.836177,-0.6245,9.4913,0.8871,1.08
0.841516,-0.5215,9.5924,0.8687,1.02
0.853699,-0.3689,9.7188,0.8762,0.98
0.862671,-0.2399,9.8638,0.9378,1.03
0.872095,-0.118,9.9905,0.9591,1.08
0.885635,-0.1094,10.04,0.9805,1.12
0.890709,-0.1743,9.9535,0.9675,1.08
0.903871,-0.3247,9.8189,0.9786,1.08
0.910726,-0.493,9.7682,1.0383,1.18
0.920971,-0.5948,9.8598,1.0466,1.26
0.936801,-0.6819,10.0137,1.0827,1.38
0.940923,-0.65,10.2878,1.1058,1.51
0.953422,-0.5681,10.704,1.1274,1.74
0.960817,-0.4663,11.2356,1.1159,2.12
0.970881,-0.4967,11.9278,1.1438,2.73
0.986883,-0.5626,12.7393,1.0268,3.44
0.990728,-0.793,13.472999999999999,0.6895,4.11
1.004057,-0.9836,14.0855,0.2953,4.7
1.010488,-1.2185,14.858799999999999,-0.1969,5.5
1.021324,-1.6641,15.7697,-0.4736,6.5
1.037425,-2.0039,16.6767,-0.5825,7.47
1.040588,-1.9148,17.3246,-0.7087,8.09
1.055933,-1.3427,17.4664,-0.9941,8.14
1.060848,-0.8258,16.7773,-1.711,7.52
1.071651,-0.5048,15.2229,-2.5802,6.3
1.089387,-0.0704,13.3253,-2.9442,4.83
1.090586,0.4366,11.6593,-2.6737,3.46
1.105033,0.8432,10.312,-1.9646,2.29
1.110638,1.1507,9.2121,-1.1125,1.63
1.120637,1.182,8.3031,-0.5458,1.77
1.138054,0.9982,7.6852,-0.1711,2.08
1.140403,0.6756,7.3652999999999995,-0.0385,2.24
1.154292,0.3164,7.297000000000001,-0.0817,2.23
1.160582,-0.1007,7.4899000000000004,-0.1508,2.02
1.171104,-0.2742,7.8368,-0.3425,1.72
1.191079,-0.1148,8.3134,-0.6888,1.38
1.191278,0.2015,8.8748,-1.0634,1.25
1.204079,0.4451,9.3722,-1.5214,1.59
1.21074,0.5813,9.7905,-1.7241,1.84
1.223902,0.7239,10.1007,-1.4996,1.77
1.238679,0.8019,10.2608,-0.9977,1.49
1.240497,0.731,10.228,-0.4955,1.14
1.257041,0.5265,9.9576,-0.0804,0.7
1.260886,0.201,9.4881,0.1961,0.28
1.272138,-0.0579,8.9606,0.3746,0.66
1.28964,-0.1427,8.3011,0.4598,1.29
1.290496,-0.0854,7.7183,0.526,1.86
1.313134,-0.1145,7.1213,0.4096,2.42
1.313446,-0.0977,6.6051,0.1546,2.9
1.322899,-0.0306,6.184200000000001,-0.0995,3.32
1.330639,-0.0051,5.8541,-0.3394,3.66
1.340434,0.1361,5.6304,-0.4624,3.9
1.357675,0.3391,5.5439,-0.4139,3.99
1.360066,0.6197,5.6744,-0.1738,3.88
1.374158,0.8872,5.928,0.0953,3.68
1.380691,1.119,6.315300000000001,0.3001,3.39
1.39113,1.2299,6.8467,0.3883,2.95
1.40774,1.2944,7.4571000000000005,0.4168,2.45
1.4105,1.2628,8.1339,0.4266,1.91
1.423965,1.1239,8.8363,0.5069,1.4
1.430805,0.8728,9.4498,0.5537,1.03
1.441354,0.5998,9.9444,0.493,0.89
1.457676,0.3193,10.2171,0.4133,0.89
1.460087,0.1169,10.3991,0.2662,0.94
1.475237,-0.0254,10.5404,0.0817,1.04
1.480528,-0.0012,10.5151,-0.0744,1.02
1.491254,0.0961,10.3311,-0.114,0.84
1.507466,0.2905,10.0388,0.073,0.62
1.510194,0.4396,9.6343,0.3138,0.56
1.525112,0.5318,9.193,0.545,0.82
1.530364,0.5635,8.8005,0.822,1.22
1.540311,0.5285,8.4864,1.1704,1.64
1.557826,0.4674,8.2609,1.4416,1.96
1.559984,0.4251,8.2258,1.5674,2.06
1.574826,0.4208,8.3363,1.6862,2.09
1.580684,0.5436,8.5929,1.7538,2.05
1.591511,0.6973,8.9031,1.7185,1.95
1.60838,0.6736,9.2175,1.6473,1.8
1.6097,0.5471,9.5181,1.6631,1.75
1.625052,0.3372,9.8288,1.6547,1.72
1.630057,0.1048,10.1042,1.5635,1.68
1.642031,-0.0517,10.3564,1.3885,1.63
1.658665,-0.1505,10.6455,1.208,1.67
1.659604,-0.1282,10.9848,1.0948,1.85
1.674758,-0.0811,11.4324,1.0332,2.19
1.679906,0.0882,12.0572,0.9207,2.72
1.692182,0.5085,12.8095,0.7639,3.43
1.699747,1.1571,13.6386,0.6602,4.35
1.709852,1.9492,14.591899999999999,0.5044,5.48
1.726564,2.79,15.6884,0.2025,6.79
1.730123,3.3403,16.7738,-0.4119,8.01
1.743634,3.5045,17.4944,-1.4394,8.85
1.749979,3.0209,17.6262,-2.7098,9.08
1.759726,1.7085,17.073999999999998,-3.3602,8.46
1.775131,-0.1077,15.8894,-3.44,7.26
1.779577,-1.6243,14.3403,-3.6099,6.25
1.792275,-2.6665,12.5702,-3.7591,5.54
1.799588,-3.2505,10.804,-3.7252,5.11
1.809854,-3.4909,9.2933,-3.4482,4.91
1.826774,-3.4324,8.0896,-2.9782,4.76
1.829717,-2.8134,7.2849,-2.3447,4.28
1.845042,-1.5009,6.895,-1.5402,3.38
1.850355,-0.1529,6.8827,-0.7877,2.74
1.861713,0.9191,7.0948,-0.2976,2.59
1.877935,1.7266,7.4933,-0.0911,2.65
1.879599,2.1014,8.0,-0.137,2.59
1.892268,1.9325,8.5551,-0.4433,2.2
1.899473,1.5151,9.0186,-0.9322,1.84
1.910152,1.1401,9.2797,-1.4262,1.84
1.92635,0.8639,9.3357,-1.6817,1.9
1.929658,0.8232,9.2026,-1.5972,1.82
1.944088,0.787,8.961500000000001,-1.209,1.54
1.949629,0.5636,8.4987,-0.7078,1.35
1.960814,0.1223,7.8632,-0.2675,1.66
1.977844,-0.3989,7.218500000000001,0.104,2.32
1.979529,-0.9968,6.5672999999999995,0.432,3.13
1.994344,-1.678,5.9196,0.5746,4.0
1.999397,-2.256,5.3359,0.5572,4.77
2.011396,-2.6566,4.9602,0.4774,5.28
2.030551,-2.7486,4.8439,0.5109,5.43
2.030837,-2.5256,4.9732,0.5778,5.22
2.046603,-2.1314,5.3388,0.5765,4.71
2.049453,-1.6541,5.918699999999999,0.5177,3.98
2.062215,-1.185,6.7412,0.4236,3.03
2.070069,-0.7947,7.7164,0.1935,1.96
2.082775,-0.3932,8.7265,-0.0433,0.87
2.098703,-0.0175,9.7116,-0.1609,0.27
