time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.031054,0.2052,0.3833,9.4798,0.44
0.047061,-0.1925,0.2899,9.8573,0.5
0.069833,-0.2603,0.2755,10.007,0.63
0.070065,-0.3187,0.2962,10.0619,0.71
0.084225,-0.2699,0.3271,10.0456,0.69
0.086231,-0.1287,0.399,10.0321,0.68
0.097256,0.0254,0.5309,9.9698,0.71
0.115495,0.1767,0.718,9.8897,0.84
0.116596,0.3315,0.916,9.7841,1.01
0.130033,0.3926,1.0939,9.7268,1.18
0.136788,0.4546,1.1129,9.7098,1.22
0.149146,0.5467,0.9977,9.6992,1.16
0.164557,0.6632,0.7897,9.6636,1.04
0.1663,0.7902,0.5257,9.6997,0.97
0.182518,0.7825,0.2887,9.8354,0.9
0.186855,0.7585,0.0948,9.9903,0.91
0.203938,0.7405,-0.0316,9.9677,0.88
0.214102,0.6429,-0.0858,10.0416,0.84
0.220443,0.5068,-0.0557,10.0333,0.74
0.230802,0.3592,-0.0114,9.9922,0.61
0.24807,0.2142,0.0737,9.8422,0.41
0.250237,0.1026,0.1609,9.6427,0.24
0.263874,0.0242,0.2621,9.4697,0.26
0.270042,0.0271,0.3425,9.3329,0.38
0.281069,0.0519,0.4378,9.2425,0.51
0.299128,0.019,0.5046,9.2216,0.58
0.300088,-0.137,0.5825,9.2788,0.64
0.315108,-0.4351,0.6139,9.3807,0.76
0.320321,-0.6757,0.5444,9.3959,0.87
0.332482,-0.8747,0.3719,9.2218,0.99
0.350172,-0.9643,0.1512,9.019,1.09
0.350671,-0.9887,-0.0638,8.868500000000001,1.17
0.365968,-0.9937,-0.2366,8.8105,1.23
0.370249,-0.9959,-0.3321,8.7888,1.27
0.382407,-0.9639,-0.3564,8.7635,1.26
0.389833,-0.8984,-0.3054,8.8343,1.16
0.399913,-0.7637,-0.1993,8.9721,0.95
0.416466,-0.6125,-0.0452,9.0571,0.76
0.419905,-0.5379,0.1969,9.1023,0.7
0.432262,-0.4996,0.5017,9.2013,0.77
0.440485,-0.4781,0.8377,9.1683,1.02
0.451422,-0.4993,1.1471,9.1573,1.3
0.466068,-0.509,1.4075,9.0713,1.56
0.47014,-0.5185,1.5398,8.9803,1.71
0.484652,-0.58,1.5491,8.8803,1.77
0.489858,-0.675,1.4021,8.8484,1.69
0.499795,-0.7413,1.0862,8.8586,1.46
0.51748,-0.7741,0.6574,8.921,1.17
0.519769,-0.7753,0.2084,9.0776,0.91
0.535423,-0.7952,-0.1771,9.2888,0.84
0.539994,-0.7489,-0.4427,9.5148,0.87
0.549791,-0.5969,-0.5746,9.6771,0.85
0.567223,-0.386,-0.5512,9.7668,0.72
0.569709,-0.1817,-0.4074,9.8048,0.54
0.584039,0.0143,-0.134,9.8148,0.34
0.589616,0.1993,0.1895,9.8277,0.43
0.600507,0.306,0.4976,9.6993,0.62
0.6177,0.2865,0.6909,9.4851,0.75
0.620459,0.1585,0.8677,9.2682,0.91
0.636976,-0.0925,0.9733,9.1782,1.03
0.640099,-0.374,0.9846,9.2505,1.08
0.653274,-0.5512,0.9142,9.3097,1.08
0.668433,-0.6702,0.6671,9.3064,0.97
0.669457,-0.7495,0.3549,9.2852,0.86
0.689795,-0.7353,0.0597,9.2355,0.78
