time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.016726,-0.1337,0.2236,9.54,0.26
0.017142,0.1074,0.4677,9.3683,0.5
0.031567,-0.2024,0.4506,9.223,0.57
0.031901,-0.2551,0.1378,9.4292,0.3
0.048141,-0.0018,0.066,9.607,0.13
0.051057,0.027,0.0991,9.614,0.15
0.064809,0.0291,0.142,9.5534,0.15
0.070898,0.036,0.226,9.5032,0.23
0.084095,0.0493,0.3391,9.4787,0.34
0.099087,0.06,0.4112,9.4467,0.42
0.100935,0.0762,0.4391,9.4428,0.45
0.113935,0.0763,0.4373,9.394,0.46
0.120535,0.0458,0.3703,9.3682,0.4
0.132258,0.0324,0.3015,9.4088,0.32
0.148766,0.0122,0.2577,9.4577,0.26
0.1506,0.0219,0.2028,9.4862,0.2
0.163425,0.0447,0.153,9.494,0.16
0.170522,-0.0022,0.1651,9.5449,0.17
0.180513,0.0243,0.2113,9.5509,0.22
0.197598,0.0777,0.2703,9.5252,0.28
0.200616,0.0819,0.3163,9.4435,0.33
0.214516,0.1443,0.3453,9.4121,0.38
0.220967,0.1988,0.3473,9.3822,0.42
0.230974,0.227,0.3234,9.411,0.4
0.253063,0.2167,0.3065,9.4127,0.39
0.2535,0.2042,0.2786,9.416,0.36
0.264837,0.2201,0.2788,9.4425,0.36
0.270964,0.1818,0.286,9.4874,0.34
0.282948,0.1166,0.2882,9.5096,0.31
0.296889,-0.0588,0.2713,9.4909,0.28
0.300474,-0.1262,0.2935,9.5384,0.32
0.315242,-0.0256,0.3055,9.4325,0.31
0.320779,-0.113,0.2334,9.2409,0.37
0.3328,-0.2062,0.2402,9.2869,0.38
0.350686,-0.1272,0.2045,9.419,0.25
0.350945,-0.171,0.0948,9.547,0.2
0.365836,-0.2487,0.102,9.5878,0.28
0.371249,-0.2739,0.153,9.4804,0.31
0.382178,-0.248,0.1529,9.4064,0.31
0.397518,-0.2659,0.1808,9.3924,0.34
0.400819,-0.3734,0.2219,9.3932,0.45
0.417027,-0.4397,0.2147,9.3841,0.5
0.420828,-0.4208,0.2315,9.3428,0.51
0.433577,-0.4398,0.2625,9.3549,0.53
0.449309,-0.4643,0.2434,9.3365,0.55
0.450374,-0.4663,0.2124,9.336,0.54
0.466841,-0.4281,0.1683,9.3722,0.48
0.470938,-0.3074,0.1784,9.4732,0.36
0.484927,-0.1106,0.1974,9.5426,0.23
0.490798,0.0531,0.1921,9.5243,0.2
0.500643,0.2662,0.2139,9.4715,0.34
0.516138,0.236,0.2063,9.2961,0.37
0.520682,0.1704,0.1989,9.1617,0.43
0.534176,0.217,0.3274,9.1613,0.52
0.540748,0.1896,0.389,9.1652,0.55
0.551132,0.1502,0.4247,9.1724,0.56
0.56706,0.1204,0.4556,9.2319,0.54
0.570749,0.0007,0.4825,9.3229,0.51
0.585188,-0.2076,0.5174,9.4525,0.56
0.590818,-0.4505,0.5156,9.5189,0.68
0.600955,-0.6809,0.4828,9.5549,0.84
0.617909,-0.8476,0.4201,9.5527,0.95
0.620319,-1.0029,0.3963,9.4517,1.08
0.634188,-1.2767,0.3847,9.4321,1.34
0.640739,-1.5582,0.3712,9.472,1.6
0.651352,-1.7406,0.3479,9.4502,1.78
0.668652,-1.8791,0.3059,9.4326,1.91
0.670219,-2.0143,0.271,9.4736,2.03
0.68536,-1.9569,0.2671,9.4569,1.98
0.69041,-1.7081,0.2375,9.375,1.73
0.702441,-1.3252,0.2076,9.2903,1.36
0.719261,-0.9588,0.1536,9.1737,1.02
0.720529,-0.7324,0.0725,9.0561,0.86
0.734668,-0.6321,0.0154,8.9654,0.83
0.740454,-0.5513,0.1093,8.9176,0.81
0.752826,-0.4925,0.2552,8.955400000000001,0.78
0.768235,-0.4097,0.3691,9.0442,0.72
0.7698,-0.2562,0.4227,9.1174,0.63
0.785542,0.0603,0.4832,9.3027,0.53
0.789892,0.4119,0.6056,9.5457,0.73
0.802829,0.7375,0.6609,9.759,1.02
0.819924,0.9585,0.6318,9.9199,1.22
0.820215,1.057,0.5768,9.957,1.29
0.835316,0.9756,0.4755,9.9089,1.16
0.839663,0.6687,0.3895,9.8768,0.86
0.853567,0.2323,0.2968,9.8788,0.53
0.860454,-0.1807,0.2272,9.942,0.53
0.870252,-0.4216,0.1881,9.994,0.68
0.88761,-0.5789,0.1259,10.0014,0.78
0.890098,-0.6775,0.0818,10.0461,0.87
0.902007,-0.7354,0.0327,10.0394,0.91
0.910109,-0.7806,0.0527,10.0144,0.94
0.922049,-0.8827,0.0608,10.029,1.03
0.935852,-1.0205,0.0788,10.036,1.16
0.939594,-1.1362,0.204,10.1196,1.31
0.956052,-1.227,0.3539,10.2364,1.47
0.959936,-1.2725,0.46,10.2608,1.55
0.971749,-1.2803,0.5401,10.162,1.54
0.986972,-1.289,0.6111,10.026299999999999,1.52
0.990132,-1.3235,0.6075,9.9297,1.52
1.005822,-1.4266,0.5444,9.92,1.58
1.01011,-1.5436,0.3886,9.9971,1.67
1.020959,-1.7059,0.1957,10.0913,1.82
1.030052,-1.8391,0.0812,10.0982,1.94
1.040187,-1.91,-0.0484,10.1727,2.03
1.054966,-1.9915,-0.199,10.1063,2.09
1.059855,-2.0226,-0.3408,9.9441,2.1
1.069848,-1.9531,-0.4808,9.7899,2.03
1.087765,-1.9897,-0.4682,9.2621,2.06
1.089424,-1.8265,-0.1651,8.4421,2.12
1.104685,-1.1936,0.3186,8.4233,1.64
1.109499,-0.6913,0.9197,9.3581,1.16
1.120926,-0.2646,1.4984,9.7513,1.54
1.13711,0.2467,1.7321,8.9377,1.84
1.144373,0.5342,1.5896,7.6089,2.53
1.160984,0.8903,1.3203,6.6043,3.3
1.161409,1.5309,1.0834,6.3574,3.66
1.175242,2.1747,0.7825,6.547000000000001,3.75
1.179842,2.5259,0.4403,6.8012999999999995,3.72
1.192843,2.6895,0.0928,7.0046,3.67
1.217833,2.5028,-0.1158,7.1211,3.45
1.21801,1.9143,-0.0717,7.2877,2.93
1.23042,0.858,0.3797,7.398,2.3
1.230654,-0.3855,1.0619,7.3495,2.43
1.252674,-1.2639,1.6789,7.084,3.2
1.253084,-1.6705,2.0914,6.8498,3.77
1.259297,-1.7493,2.3076,6.7767,3.98
1.276615,-1.6405,2.2735,6.8495,3.86
1.279201,-1.2937,1.9189,6.867100000000001,3.51
1.290638,-0.8733,1.4745,7.0035,3.03
1.308948,-0.5245,1.1632,7.4154,2.44
1.309163,-0.3183,1.0176,7.8789,1.94
1.323405,-0.143,0.8474,8.0957,1.65
1.329629,-0.1475,0.5466,8.0918,1.52
1.339966,-0.2028,0.2678,8.0531,1.49
1.357747,-0.222,0.0257,8.0757,1.44
1.359308,-0.1426,-0.3083,8.1077,1.43
1.373987,-0.0532,-0.5313,8.0835,1.51
1.379319,0.051,-0.695,7.962,1.69
1.391413,0.1986,-0.7182,7.8420000000000005,1.82
1.405379,0.3123,-0.5063,7.7916,1.81
1.409255,0.4658,-0.2781,7.7789,1.8
1.424435,0.4806,-0.0829,7.7341,1.83
1.429219,0.4317,0.0987,7.7131,1.84
1.440761,0.3544,0.2141,7.6249,1.92
1.458598,0.2263,0.2349,7.5565999999999995,1.97
1.459426,0.0615,0.2352,7.6375,1.88
1.474971,-0.0626,0.2025,7.8114,1.7
1.479517,-0.1373,0.1968,7.9478,1.57
1.490593,-0.1155,0.202,8.103,1.42
1.507749,-0.1096,0.2729,8.2396,1.29
1.509211,-0.1194,0.3371,8.2977,1.25
1.524328,-0.056,0.4226,8.292,1.28
1.529248,-0.0153,0.5184,8.2657,1.34
1.540173,-0.0523,0.5422,8.21,1.4
1.557976,-0.1723,0.5541,8.1569,1.46
1.558867,-0.3226,0.5009,8.149799999999999,1.48
1.575179,-0.4597,0.4815,8.1954,1.46
1.57954,-0.6466,0.4719,8.2279,1.5
1.591801,-0.831,0.4231,8.2363,1.57
1.607714,-0.8848,0.3903,8.2699,1.56
1.608561,-0.813,0.3804,8.2955,1.5
1.625222,-0.6418,0.3868,8.3398,1.38
1.629151,-0.4101,0.3846,8.3606,1.27
1.641055,-0.1682,0.4229,8.4076,1.18
1.649052,0.0936,0.3975,8.418099999999999,1.16
1.658416,0.3107,0.3644,8.4287,1.17
1.673842,0.5393,0.3688,8.5046,1.19
1.678884,0.7461,0.3195,8.6253,1.19
1.691976,0.8543,0.2543,8.7002,1.2
1.69887,0.9733,0.1646,8.7112,1.26
1.709293,0.9862,0.0385,8.6976,1.27
1.726218,0.9709,-0.1428,8.7216,1.25
1.728469,0.8629,-0.3313,8.7394,1.2
1.742765,0.7716,-0.508,8.7643,1.18
1.749022,0.64,-0.616,8.8307,1.11
1.758869,0.5197,-0.6504,8.9091,1.02
1.775608,0.3898,-0.6193,8.9092,0.94
1.779426,0.2483,-0.521,8.9345,0.81
1.792984,0.096,-0.3565,8.9913,0.63
1.799056,-0.0555,-0.2464,9.0505,0.52
1.809882,-0.2282,-0.1681,8.955,0.61
1.826237,-0.3605,-0.1412,8.8607,0.75
1.828688,-0.5206,-0.226,8.8291,0.88
1.843657,-0.6887,-0.3974,8.7967,1.06
1.848853,-0.8127,-0.6665,8.7171,1.31
1.860216,-0.8674,-0.9663,8.5427,1.61
1.87737,-0.8419,-1.216,7.8347,2.23
1.878198,-0.8552,-1.1633,6.755599999999999,3.1
1.894077,-0.9654,-0.3077,6.8146,2.87
1.898912,-1.2,1.1976,7.6746,2.49
1.910714,-1.6511,2.8761,7.914,3.68
1.927674,-2.2259,4.1083,7.128,5.24
1.928417,-2.4301,4.5659,6.4605,6.0
1.943533,-2.0979,4.2075,6.2202,5.73
1.948851,-1.5686,3.2303,6.4552,4.71
1.961245,-0.9645,1.867,7.039899999999999,3.24
1.968683,-0.6923,0.5764,7.6116,2.09
1.978513,-0.7964,-0.4872,8.2844,1.53
1.994989,-1.0385,-1.3523,8.7337,1.87
1.998519,-1.1151,-2.099,8.8695,2.46
2.010688,-1.0714,-2.6565,8.9195,2.92
2.018654,-0.9557,-3.021,9.2069,3.18
2.028229,-0.6532,-3.2408,9.5979,3.31
2.04556,-0.1797,-3.2503,9.8806,3.28
2.061298,0.6755,-2.5742,9.9093,2.69
2.068281,0.8129,-1.9521,9.4889,2.11
2.078904,0.6272,-1.2214,9.0777,1.44
2.095157,0.2584,-0.4777,8.9793,0.75
2.098177,-0.3096,0.0864,8.9483,0.64
2.112386,-0.9341,0.443,8.9285,1.18
2.118602,-1.4921,0.6219,8.9705,1.7
2.12801,-2.0089,0.586,9.0566,2.14
2.146711,-2.3392,0.3594,9.1666,2.39
2.153838,-2.5192,-0.0232,9.1352,2.55
2.163728,-2.5363,-0.4636,9.14,2.6
2.167865,-2.4155,-0.9177,9.2225,2.6
2.177978,-2.0887,-1.3215,9.2908,2.48
2.195062,-1.6797,-1.6481,9.3601,2.36
2.198802,-1.2762,-1.8744,9.4398,2.27
2.213268,-0.9264,-1.9705,9.4871,2.18
2.21908,-0.5363,-1.9634,9.5494,2.04
2.228628,-0.0945,-1.9347,9.4276,1.94
2.250513,0.3198,-1.9313,9.2279,1.98
2.261709,0.7638,-1.8256,8.7697,2.11
2.279902,0.5068,-1.5597,7.7101,2.43
2.296563,0.1435,-1.3026,7.7396,2.19
2.297939,-0.3467,-0.9253,8.3101,1.55
2.315288,-1.1308,-0.5683,8.6924,1.5
2.318175,-1.7545,-0.3258,8.6359,1.98
2.331756,-1.8803,-0.1563,8.4043,2.18
2.337874,-1.3412,-0.1107,8.4237,1.72
2.349918,-0.3783,-0.0859,8.8477,0.76
2.364421,0.6188,0.0193,9.4367,0.62
2.367477,1.585,0.1549,9.9343,1.65
2.383158,2.2106,0.3428,9.9671,2.29
2.392741,1.7743,0.2484,9.3545,1.8
2.402828,0.0545,-0.294,8.230599999999999,1.3
2.415326,-1.8477,-0.78,7.5233,2.82
2.417303,-3.0958,-0.8307,7.7532,3.65
2.433392,-4.082,-0.5912,8.4592,4.25
2.437892,-4.9867,-0.0152,9.1795,5.0
2.448789,-5.103,0.9102,9.8932,5.2
2.464599,-4.5186,2.0252,10.241,5.01
2.467905,-3.5852,3.138,9.9928,4.79
2.481954,-2.5097,4.0509,9.3761,4.77
2.48821,-1.6634,4.5819,8.8215,4.92
2.499005,-1.3685,4.424,8.3659,4.77
2.514755,-1.2523,3.5407,8.0791,4.02
2.517968,-1.0666,2.2611,8.1827,2.83
2.531889,-0.7566,1.1314,8.7941,1.53
2.537999,-0.577,0.387,9.517,0.7
2.548513,-0.8923,-0.178,9.9793,1.03
2.565733,-1.105,-0.7031,10.3597,1.57
2.567348,-1.3417,-1.1551,10.6265,2.1
2.582492,-1.4299,-1.5412,10.7505,2.45
2.587809,-1.4048,-1.8471,10.6969,2.61
2.598922,-1.2573,-1.8575,10.575099999999999,2.49
2.616708,-0.7657,-1.8877,10.03,2.1
2.617634,-0.2793,-1.5513,9.7,1.59
2.631908,0.1507,-0.8725,9.3859,0.89
2.637658,0.4695,-0.1187,9.1077,0.62
2.648525,0.7933,0.4981,9.2256,0.98
2.666632,0.9527,0.7361,9.5479,1.2
2.667538,0.7195,0.6004,9.5522,0.94
2.683041,0.6144,0.3173,9.5003,0.69
2.687948,0.623,0.1021,9.2975,0.66
2.699178,0.9008,0.1516,9.1569,0.98
2.716302,1.1554,0.3958,9.3894,1.23
2.717026,1.3107,0.7336,10.1418,1.63
2.732718,1.1813,0.986,11.1986,2.29
2.7376,0.6885,1.5755,12.0275,3.06
2.750362,-0.277,2.3884,12.7006,4.0
2.75764,-1.3352,3.0354,13.0513,4.86
2.767446,-2.0195,3.1605,13.9381,5.81
2.784374,-2.2498,2.509,15.0359,6.48
2.787332,-2.2643,1.5193,15.421299999999999,6.52
2.799674,-2.1149,1.1587,14.8655,5.88
2.807616,-1.8276,1.4414,13.801400000000001,4.89
2.81766,-1.3089,2.0148,12.5071,3.85
2.834191,-0.6196,2.871,11.1692,3.38
2.836674,0.2537,3.8431,10.309,3.94
2.851255,0.8735,4.5182,9.7282,4.61
2.857492,1.1058,4.7185,9.3038,4.85
2.868097,1.0136,4.4915,9.342,4.61
2.88463,0.6759,3.7759,9.3796,3.84
2.887157,0.3766,2.6925,9.4147,2.72
2.901621,0.3355,1.5006,9.3836,1.54
2.907467,0.4916,0.3885,9.1578,0.71
2.91763,0.7542,-0.418,9.0475,0.97
2.934757,0.8286,-0.9909,9.089,1.36
2.937272,0.7742,-1.4138,9.153,1.65
2.951096,0.7159,-1.693,9.2648,1.85
2.95736,0.7203,-1.9431,9.4798,2.07
2.968426,0.792,-2.0845,9.6807,2.24
2.986563,0.8713,-2.0624,9.7974,2.26
2.987424,0.8412,-1.8232,9.7097,2.02
3.001548,0.5409,-1.3961,9.3659,1.5
3.007344,0.0822,-0.9799,9.105,1.06
3.018883,-0.4746,-0.4182,8.8958,0.87
3.03559,-0.882,0.0359,9.0274,1.0
3.036522,-1.1187,0.4509,9.294,1.22
3.052101,-1.1621,0.6776,9.6315,1.35
3.057552,-1.2483,0.6837,9.8261,1.46
3.068299,-1.4875,0.5776,9.759,1.62
3.087658,-1.8599,0.3508,9.551,1.89
3.088623,-2.3687,0.1205,9.187,2.39
3.102734,-2.6814,-0.102,8.9794,2.73
3.106797,-2.5125,-0.2667,9.1344,2.55
3.119961,-1.8637,-0.353,9.6938,1.91
3.127097,-0.9739,-0.3788,10.3713,1.36
3.136737,-0.2863,-0.3142,10.7973,1.37
3.152191,0.1226,-0.3455,11.094,1.64
3.158661,0.2223,-0.4752,11.1059,1.69
3.168141,0.2575,-0.675,10.7825,1.47
3.176565,0.182,-0.9025,10.3747,1.27
3.1864,0.0891,-1.1533,10.2944,1.4
3.202971,-0.161,-1.3639,10.4095,1.65
3.207126,-0.5452,-1.4527,10.302,1.75
3.219107,-0.9006,-1.374,10.2084,1.79
3.22806,-1.285,-1.2355,10.209,1.92
3.249222,-1.496,-1.043,10.1764,1.95
3.249524,-1.2948,-1.0518,10.075,1.76
3.256855,-1.1332,-1.0038,9.9062,1.57
3.274109,-1.2323,-1.098,9.8623,1.69
3.276457,-1.1288,-1.0595,9.996,1.63
3.286837,-1.0633,-0.9345,9.9583,1.49
3.30713,-1.1842,-0.7946,9.9394,1.49
3.30747,-1.1232,-0.6257,9.7945,1.32
3.319177,-0.9479,-0.5304,9.4713,1.09
3.326749,-0.9328,-0.4493,9.3448,1.05
3.33762,-0.9543,-0.425,9.1767,1.09
3.357411,-1.1004,-0.4065,9.0596,1.25
3.357737,-1.0707,-0.3288,9.1613,1.17
3.375477,-0.756,-0.2561,9.4256,0.8
3.376758,-0.1102,-0.2494,9.6427,0.31
3.389765,0.7632,-0.2799,9.7023,0.84
3.40923,1.626,-0.2497,9.6642,1.65
3.40967,2.1465,-0.0184,9.5212,2.15
3.432026,2.6337,0.2064,9.15,2.66
3.446985,2.1394,0.3617,8.7884,2.28
3.460166,1.5833,-0.0618,9.4068,1.59
3.473136,1.5613,-0.4241,9.6446,1.62
3.476029,1.7124,-0.6863,9.7181,1.86
3.488813,1.8575,-0.8807,9.5241,2.06
3.496014,1.9485,-0.913,9.1834,2.17
3.505904,2.0449,-0.8543,8.9144,2.29
3.523708,1.8807,-0.9038,8.6133,2.27
3.526416,1.8869,-1.1032,8.352,2.47
3.542032,1.8087,-1.2213,8.3865,2.45
3.545899,1.5063,-1.2131,8.432,2.21
3.556342,1.073,-1.0335,8.5549,1.76
3.575445,0.7712,-0.951,8.9124,1.36
3.575724,0.6032,-0.9766,8.9381,1.28
3.590205,0.5858,-1.0481,8.8703,1.36
3.595913,0.6575,-1.12,8.7916,1.48
3.606425,0.6689,-1.1612,8.6807,1.57
3.623247,0.7353,-1.206,8.7244,1.61
3.625733,0.822,-1.3607,8.793,1.74
3.640104,0.8283,-1.5104,8.7168,1.89
3.645718,0.637,-1.5299,8.5645,1.9
3.655911,0.4591,-1.4596,8.5275,1.81
3.671962,0.3094,-1.3995,8.4661,1.77
3.675699,0.192,-1.3066,8.2685,1.81
3.689075,0.0044,-1.1617,8.1467,1.78
3.695572,-0.22,-0.9406,8.375399999999999,1.48
3.705615,-0.2196,-0.6907,8.6807,1.09
3.72201,0.0683,-0.5845,8.604,1.07
3.725784,0.4373,-0.747,8.2175,1.55
3.740181,0.659,-0.6281,8.2662,1.53
3.745853,0.197,-0.1325,8.6889,0.85
3.75632,-0.0656,0.3933,9.1722,0.52
3.774013,-0.3346,0.637,9.3165,0.74
3.775643,-0.3723,0.7294,9.2869,0.85
3.789924,-0.1711,0.7696,9.2852,0.82
3.795847,0.1199,0.8579,9.5323,0.87
3.807383,-0.0684,1.0786,9.9217,1.16
3.823522,-0.0174,1.307,10.0378,1.41
3.825349,-0.4113,1.3201,10.374,1.64
3.840501,-0.9641,1.1081,10.938,2.06
3.845369,-1.4311,0.7314,11.0736,2.25
3.857424,-2.0443,0.4262,11.065,2.61
3.865365,-2.3806,0.4136,10.786,2.74
3.875843,-2.65,0.7024,10.4141,2.89
3.89145,-2.872,1.2218,10.169,3.19
3.895891,-3.1908,1.8058,9.9634,3.7
3.908239,-3.7296,2.2757,10.0226,4.4
3.915478,-4.0306,2.3234,10.3822,4.74
3.925355,-4.1494,2.0895,10.5854,4.77
3.941641,-4.2712,1.6084,10.7121,4.72
3.946379,-4.4608,1.0469,10.8005,4.76
3.958783,-4.5372,0.6216,10.3015,4.65
3.96554,-4.379,0.3103,9.7243,4.4
3.975455,-4.1784,0.1943,9.1047,4.2
3.991352,-3.9198,0.2318,8.5848,4.03
3.995612,-3.503,0.3314,8.4097,3.68
4.008785,-2.9585,0.3777,8.4421,3.16
4.016239,-2.63,0.3023,8.6328,2.79
4.026204,-2.4189,0.1535,8.4574,2.64
4.044324,-2.3356,0.1377,7.9688,2.8
4.045265,-2.5677,0.2673,7.5715,3.22
4.059057,-3.0366,0.5457,7.2348,3.83
