time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0144,0.2464,9.6638,0.2277,0.37
0.014555,0.1809,9.7001,0.1874,0.33
0.025175,0.1842,9.7051,0.1769,0.33
0.037223,0.1006,9.7911,0.1755,0.35
0.045884,0.0391,9.8269,0.1844,0.38
0.051546,0.0337,9.7493,0.1606,0.3
0.064326,-0.078,9.7158,0.1603,0.28
0.080256,-0.1504,9.7102,0.1481,0.3
0.081666,-0.1429,9.7004,0.1317,0.28
0.097444,-0.127,9.7374,0.0886,0.28
0.10181,-0.0876,9.7674,0.1247,0.31
0.113494,-0.0402,9.8024,0.1132,0.33
0.121197,0.0229,9.8543,0.0966,0.37
0.131509,0.0801,9.9174,0.0834,0.43
0.146581,0.1011,9.9746,0.0518,0.49
0.151375,0.1367,9.9878,0.0455,0.51
0.164165,0.1604,9.9511,0.0627,0.48
0.171421,0.1479,9.8864,0.0722,0.42
0.188507,0.145,9.8299,0.0902,0.37
0.199064,0.1038,9.8055,0.1533,0.36
0.201267,0.0126,9.765,0.1564,0.31
0.2155,-0.0036,9.7717,0.1851,0.33
0.221404,-0.0567,9.7574,0.1979,0.33
0.231965,-0.1193,9.7519,0.2125,0.35
0.247226,-0.1476,9.8016,0.1729,0.38
0.251351,-0.1148,9.818,0.1481,0.37
0.264787,-0.125,9.8413,0.0674,0.37
0.271349,-0.0778,9.8595,0.0163,0.37
0.282029,-0.0173,9.8563,-0.0779,0.37
0.299086,0.011,9.8695,-0.1096,0.39
0.316058,0.0021,9.9187,-0.0918,0.43
0.316197,-0.028,9.9092,-0.0302,0.41
0.321252,-0.0319,9.9109,-0.0123,0.41
0.333447,-0.038,9.9249,-0.0062,0.43
0.347932,-0.0063,9.9058,-0.0108,0.41
0.351467,0.027,9.8698,-0.008,0.37
0.363571,0.049,9.8318,-0.0628,0.34
0.370863,0.0859,9.8026,-0.0907,0.33
0.381331,0.1026,9.7835,-0.0914,0.32
0.39686,0.0958,9.776299999999999,-0.1018,0.31
0.401033,0.0634,9.8191,-0.1222,0.35
0.415307,0.0194,9.831,-0.0736,0.34
0.421022,-0.0176,9.869,-0.0834,0.38
0.434271,-0.0243,9.898,-0.0755,0.41
0.449503,0.0003,9.898,-0.0551,0.4
0.45118,-0.0203,9.9081,-0.0746,0.42
0.466337,-0.013,9.9052,-0.0938,0.42
0.471995,0.0125,9.8792,-0.1126,0.4
0.483841,0.017,9.836,-0.1525,0.37
0.503219,0.0282,9.7894,-0.1983,0.35
0.515889,0.0301,9.768,-0.2153,0.35
0.520896,0.0496,9.7676,-0.2123,0.35
0.531739,0.0732,9.7844,-0.2215,0.37
0.540765,0.0812,9.8171,-0.2026,0.38
0.551152,0.0517,9.8479,-0.1437,0.38
0.565697,0.003,9.8939,-0.1529,0.42
0.571086,-0.0294,9.9057,-0.1774,0.44
0.583596,-0.0468,9.9215,-0.2592,0.5
0.591119,-0.0674,9.9292,-0.3241,0.54
0.600738,-0.0818,9.888,-0.3771,0.55
0.617812,-0.1109,9.8617,-0.3855,0.54
0.620841,-0.1568,9.8616,-0.3748,0.54
0.633693,-0.1884,9.8376,-0.4013,0.56
0.640586,-0.2619,9.8177,-0.3366,0.53
0.650724,-0.2836,9.7587,-0.3406,0.51
0.667383,-0.2804,9.7142,-0.3579,0.5
0.6706,-0.2721,9.6584,-0.3747,0.49
0.685583,-0.2297,9.6071,-0.4016,0.47
0.69068,-0.1431,9.5813,-0.4256,0.46
0.707788,-0.0367,9.5743,-0.4255,0.43
0.722166,0.0048,9.6183,-0.4551,0.47
0.737423,0.0995,9.6207,-0.4358,0.46
0.753187,0.0552,9.5549,-0.5428,0.55
0.768264,0.021,9.5585,-0.5818,0.59
0.770745,-0.0142,9.5388,-0.5474,0.55
0.783996,-0.0105,9.5013,-0.6097,0.61
0.79085,-0.0042,9.4648,-0.6728,0.67
0.80557,-0.0488,9.4442,-0.6595,0.66
0.829477,-0.0752,9.3979,-0.6474,0.66
0.848615,-0.1592,9.3951,-0.6641,0.69
0.862855,-0.1768,9.3536,-0.6794,0.72
0.863491,-0.2475,9.2618,-0.642,0.73
0.879462,-0.3292,9.1771,-0.5957,0.75
0.89977,-0.4746,9.0648,-0.5327,0.84
0.920164,-0.9547,8.8428,-0.432,1.24
0.92034,-1.172,8.8012,-0.3836,1.42
0.934752,-1.3569,8.777,-0.3107,1.57
0.949639,-1.5947,8.7852,-0.2264,1.76
0.959679,-1.4755,8.8317,-0.1742,1.63
0.974198,-1.1924,8.9084,-0.0844,1.33
