time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.017262,-0.1245,9.8305,-0.0681,0.36
0.031258,-0.1018,10.1273,-0.4036,0.75
0.046373,0.0577,10.039,-0.3065,0.62
0.051594,0.1001,9.9314,-0.0795,0.45
0.061295,0.0594,9.804,0.0676,0.32
0.075608,0.0768,9.6438,0.1696,0.24
0.081553,0.0803,9.5205,0.2424,0.26
0.097418,0.0759,9.4358,0.2588,0.28
0.101368,0.0187,9.272,0.2316,0.33
0.113501,0.1772,9.4837,0.2239,0.29
0.127784,0.1216,9.6313,0.0355,0.18
0.131866,0.0424,9.6937,-0.0985,0.22
0.144343,-0.0686,9.8121,-0.1312,0.35
0.151277,-0.1467,9.9267,-0.1505,0.48
0.160954,-0.1228,9.9865,-0.2389,0.56
0.177085,-0.1525,9.9695,-0.2823,0.57
0.181009,-0.1411,9.9005,-0.2216,0.48
0.194968,-0.0981,9.8078,-0.0904,0.34
0.200935,-0.093,9.8053,0.0512,0.32
0.211975,-0.111,9.8159,0.1996,0.39
0.228561,-0.1681,9.8326,0.3049,0.48
0.236548,-0.1505,9.872,0.3252,0.52
0.245661,-0.1412,9.8772,0.2752,0.49
0.251153,-0.1307,9.8362,0.2129,0.42
0.262751,-0.0796,9.7501,0.1458,0.3
0.280147,-0.0216,9.6348,0.1163,0.18
0.280932,0.0139,9.5716,0.1587,0.17
0.295125,0.0745,9.5264,0.1727,0.19
0.300968,0.1375,9.5789,0.1696,0.23
0.311729,0.2429,9.6043,0.1177,0.29
0.32809,0.3471,9.6722,0.0282,0.39
0.330909,0.3677,9.7768,-0.0788,0.47
0.347152,0.31,9.8593,-0.1899,0.51
0.351064,0.228,9.874,-0.3099,0.54
0.362461,0.111,9.8296,-0.4054,0.53
0.379787,0.0757,9.7907,-0.4124,0.51
0.380855,0.063,9.7762,-0.3249,0.43
0.395975,0.0595,9.8093,-0.2203,0.38
0.400721,-0.0491,9.8403,-0.1546,0.38
0.412829,-0.133,9.8574,-0.0765,0.39
0.420666,-0.2621,9.8552,-0.051,0.44
0.430774,-0.3588,9.862,-0.0857,0.52
0.445855,-0.4033,9.8257,-0.0578,0.52
0.450684,-0.3352,9.7876,-0.0483,0.44
0.463161,-0.1731,9.7584,-0.0484,0.31
0.471426,-0.0923,9.7675,-0.0382,0.29
0.480843,0.0336,9.8351,0.0248,0.34
0.496495,0.0703,9.8648,0.0887,0.38
0.500758,0.0322,9.9257,0.122,0.44
0.513568,-0.0243,9.9937,0.1538,0.52
0.520709,-0.096,9.9857,0.2465,0.55
0.530658,-0.1615,9.9645,0.2882,0.57
0.546872,-0.2056,9.9313,0.2502,0.54
0.550528,-0.1551,9.9109,0.2536,0.51
0.573448,-0.1156,9.9133,0.2159,0.48
0.574078,-0.0785,9.9045,0.1552,0.44
0.580715,-0.0755,9.8826,0.0819,0.4
0.597021,-0.0299,9.8156,-0.0068,0.32
0.600496,0.0325,9.7652,-0.0658,0.28
0.614359,0.1013,9.6881,-0.0781,0.23
0.620832,0.1678,9.6261,-0.0878,0.23
0.631265,0.1912,9.5662,-0.0456,0.21
0.647859,0.1627,9.5354,0.0236,0.17
0.650455,0.1033,9.5426,0.0692,0.13
0.666199,0.0699,9.5597,0.1476,0.17
0.670606,0.0496,9.6287,0.1976,0.24
0.682089,0.0225,9.6747,0.2275,0.29
0.699558,0.0022,9.7435,0.2227,0.33
0.701825,0.0451,9.7911,0.1995,0.36
0.717387,0.0766,9.8025,0.1578,0.35
0.720426,0.0828,9.8138,0.0989,0.34
0.732537,0.0521,9.8249,0.0511,0.33
0.750151,0.0274,9.819,-0.0037,0.32
0.750278,-0.0251,9.8112,-0.0372,0.31
0.763066,-0.0631,9.8964,-0.0456,0.4
0.770247,-0.0702,9.9588,-0.0747,0.47
0.780389,-0.0671,9.9192,-0.0536,0.43
0.790354,-0.0805,9.8735,-0.0022,0.38
0.800262,-0.0745,9.8249,0.0584,0.34
0.815077,-0.0821,9.7931,0.1378,0.33
0.820241,-0.0737,9.7615,0.0792,0.28
0.831435,-0.0785,9.7075,0.0169,0.22
0.840412,-0.0669,9.6587,-0.0313,0.18
0.850262,-0.0138,9.5978,-0.1216,0.16
0.865433,-0.0106,9.5799,-0.1765,0.19
0.87018,-0.0016,9.5844,-0.1964,0.21
0.881713,0.0361,9.5787,-0.1683,0.19
0.890416,0.0365,9.6143,-0.1329,0.18
0.90046,0.0242,9.66,-0.0913,0.19
0.915737,0.0084,9.6687,-0.0448,0.17
0.920182,0.0325,9.7112,0.0045,0.21
0.932854,0.0497,9.7469,0.0528,0.26
0.940245,0.0483,9.7685,0.0052,0.27
0.950759,0.0421,9.7632,0.009,0.27
0.964733,0.0537,9.7991,-0.0481,0.31
0.970417,0.0451,9.8275,-0.0997,0.35
0.984062,0.075,9.8993,-0.0791,0.41
0.990739,0.0841,9.9514,-0.0701,0.46
1.000037,0.1021,9.9495,-0.0321,0.46
1.018739,0.1425,9.9308,0.0423,0.46
1.020159,0.1425,9.8729,0.063,0.4
