time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.017718,0.0382,9.8777,0.0994,0.39
0.032781,0.0304,9.8842,0.2361,0.45
0.051425,0.4376,9.8285,0.2086,0.59
0.054498,0.5999,9.8519,0.2182,0.73
0.06896,0.4437,9.9566,0.1744,0.66
0.086352,0.4093,10.0045,0.1076,0.66
0.086588,0.4002,10.0383,0.0047,0.67
0.099615,0.3373,10.0194,-0.0291,0.62
0.104008,0.2485,9.9376,0.0479,0.51
0.114403,0.1825,9.878,0.1265,0.44
0.131627,0.1344,9.8666,0.2092,0.44
0.13428,0.0708,9.8532,0.287,0.46
0.148134,0.0727,9.8468,0.2803,0.45
0.154237,0.0804,9.7963,0.271,0.41
0.165209,0.0954,9.7896,0.2076,0.37
0.17438,0.1052,9.7829,0.1539,0.34
0.184066,0.0349,9.7691,0.1846,0.33
0.198505,-0.0758,9.7496,0.2125,0.34
0.204249,-0.1928,9.6913,0.2123,0.34
0.215482,-0.2054,9.677,0.2407,0.36
0.224591,-0.1522,9.6996,0.2474,0.35
0.234056,-0.0475,9.7451,0.2883,0.38
0.248633,0.0819,9.8036,0.3352,0.46
0.254482,0.1764,9.7969,0.2579,0.43
0.265205,0.4119,9.8904,0.2733,0.63
0.27443,0.5063,9.8861,0.1676,0.66
0.283745,0.4854,9.9381,0.0463,0.66
0.298533,0.6102,10.0823,0.0076,0.84
0.303972,0.5988,10.1822,-0.0168,0.91
0.315899,0.449,10.2084,-0.0376,0.84
0.324491,0.1823,10.2399,-0.0229,0.76
0.334057,-0.0929,10.1326,-0.0786,0.64
0.349889,-0.4467,9.9774,-0.0796,0.66
0.354139,-0.8086,9.8177,-0.0492,0.87
0.365997,-1.1322,9.6819,-0.0745,1.15
0.37443,-1.2677,9.6285,0.0152,1.27
0.388268,-1.2971,9.6594,0.0799,1.31
0.399362,-1.0999,9.8112,0.2425,1.17
0.407899,-0.8395,9.8919,0.404,1.01
0.430696,-0.6029,9.957699999999999,0.4988,0.91
0.450287,0.4382,10.2394,0.7078,1.11
0.458141,0.6883,10.2957,0.6816,1.25
0.468065,0.7947,10.3197,0.5925,1.29
0.483688,0.768,10.2585,0.3933,1.15
0.488057,0.7646,10.1238,0.2338,1.01
0.501159,0.705,9.9866,0.1384,0.87
0.508,0.4845,9.813,-0.0554,0.58
0.517984,0.2789,9.6613,-0.2067,0.38
0.534396,0.0314,9.6291,-0.2688,0.3
0.537602,-0.247,9.6724,-0.2106,0.37
0.551174,-0.4991,9.8002,-0.1311,0.6
0.558011,-0.681,9.9273,-0.0874,0.81
0.56811,-0.7439,9.9814,-0.0745,0.89
0.585095,-0.6795,10.0463,-0.0508,0.87
0.58782,-0.5723,10.0154,0.0066,0.77
0.601662,-0.495,10.0183,0.1172,0.73
0.607703,-0.3903,10.0451,0.2155,0.7
0.6183,-0.3326,9.991,0.2307,0.64
0.627872,-0.3072,9.932,0.2101,0.57
0.637815,-0.3215,9.8517,0.2376,0.53
0.651884,-0.3995,9.7811,0.302,0.57
0.657885,-0.5565,9.7462,0.4458,0.75
0.66868,-0.7202,9.6557,0.5722,0.93
0.677865,-0.7875,9.5177,0.7074,1.06
0.687576,-0.7758,9.3257,0.8323,1.15
0.702145,-0.7535,9.1976,0.9198,1.23
0.707902,-0.688,9.105,1.0273,1.3
0.71896,-0.6178,9.05,1.1345,1.37
0.727942,-0.5347,9.0905,1.1849,1.36
0.737383,-0.43,9.1531,1.1743,1.3
0.752315,-0.3244,9.3072,1.0763,1.14
0.757547,-0.2155,9.4284,0.9559,0.98
0.769066,-0.1454,9.5017,0.8372,0.85
0.777903,-0.0839,9.5825,0.7676,0.78
0.787394,-0.0362,9.616,0.7905,0.8
0.802798,-0.0165,9.5703,0.8359,0.84
0.807686,0.0432,9.5502,0.8867,0.89
0.820036,0.0948,9.5191,0.9118,0.92
0.827707,0.1065,9.5088,0.928,0.93
0.837595,0.1232,9.5336,0.9652,0.97
0.853095,0.1524,9.6071,0.9824,1.0
0.857339,0.1299,9.7085,1.0239,1.05
0.869867,0.0606,9.7483,1.011,1.04
0.87865,-0.0505,9.8124,1.0218,1.07
0.887321,-0.2334,9.9691,1.1235,1.24
0.90289,-0.4845,10.1615,1.3129,1.55
0.907287,-0.7502,10.4451,1.5471,1.96
0.920085,-0.9785,10.6811,1.6714,2.27
0.927114,-1.1418,10.8286,1.7431,2.47
0.938414,-1.2433,10.9316,1.7956,2.61
0.956122,-1.3215,10.9489,1.9076,2.74
0.957161,-1.2633,10.8249,2.0087,2.72
0.971707,-1.1871,10.5605,2.1074,2.64
0.977176,-1.1235,10.2638,2.2315,2.61
0.99449,-1.0567,9.9321,2.3604,2.62
1.003604,-0.8808,9.6843,2.4388,2.6
1.007444,-0.5142,9.736,1.6776,1.77
1.021155,-0.2769,10.2932,1.1953,1.46
1.0276,-0.0001,11.2982,1.8383,2.57
1.03752,0.3189,12.615,2.9944,4.33
1.047039,-0.4781,13.3169,2.7544,4.73
1.05714,-1.8514,12.7271,0.3236,3.73
1.071522,-2.4256,11.7658,-2.0188,3.88
1.07687,-2.491,11.3051,-2.7278,4.11
1.088236,-2.4235,11.0412,-2.5602,3.85
1.097143,-1.9085,10.7832,-2.2724,3.23
1.107027,-0.9916,10.3938,-2.2698,2.63
1.121548,0.0654,9.8984,-2.6451,2.68
1.126862,1.1201,9.3488,-3.0171,3.22
1.13868,1.9449,9.1141,-2.9982,3.59
1.147258,2.3331,9.3054,-2.5247,3.44
1.157144,2.5146,9.8531,-1.9144,3.18
1.172525,2.6908,10.4837,-1.3848,3.18
1.177121,2.5983,10.9253,-1.0403,3.14
1.189248,2.1098,11.1432,-0.8306,2.8
1.196993,1.2286,11.161200000000001,-0.6113,2.15
1.207047,0.1081,10.812,-0.3735,1.37
1.222577,-0.8684,10.3399,-0.1475,1.22
1.227041,-1.6001,9.8782,0.0176,1.64
1.239579,-2.1247,9.5131,0.1042,2.13
1.24703,-2.5402,9.2578,0.1363,2.56
1.25677,-2.7594,8.9801,-0.1124,2.81
1.27323,-2.7315,8.7299,-0.5536,2.89
1.277374,-2.4142,8.5146,-1.0144,2.8
1.293047,-1.9187,8.4291,-1.3498,2.58
1.297219,-1.1349,8.4041,-1.4535,2.15
1.307957,-0.284,8.349499999999999,-1.5407,1.94
1.325051,0.4763,8.2284,-1.6651,2.15
1.326788,1.0716,8.1866,-1.6,2.33
1.342383,1.5507,8.128,-1.3507,2.47
1.347194,2.0197,8.1105,-0.9865,2.64
1.359035,2.2879,8.1922,-0.5195,2.69
1.375701,2.2169,8.4613,-0.2115,2.46
1.37671,1.9651,8.7809,0.0596,2.09
1.392726,1.5101,9.0641,0.1207,1.58
1.397055,0.9762,9.3384,0.109,1.0
1.40921,0.4954,9.5724,0.053,0.5
1.417125,0.0512,9.7039,-0.0354,0.21
1.439489,-0.3074,9.7184,-0.2184,0.44
1.43973,-0.4968,9.6483,-0.3497,0.63
1.448503,-0.5387,9.564,-0.3714,0.66
1.45747,-0.4444,9.5447,-0.1902,0.49
1.467379,-0.2547,9.5505,-0.0189,0.26
1.478352,0.0051,9.501,0.0376,0.04
1.492074,0.321,9.4143,0.1634,0.37
1.49677,0.6295,9.3007,0.4055,0.77
1.510299,0.8127,9.1738,0.4752,1.0
1.516787,0.929,9.1439,0.4158,1.08
1.527106,1.0097,9.2419,0.3427,1.1
1.544119,1.077,9.47,0.3723,1.14
1.546643,1.1441,9.8863,0.6741,1.38
1.561902,1.0997,10.4883,1.3335,1.99
1.567278,0.8514,11.0209,1.6231,2.38
1.578619,0.5173,11.3762,1.4565,2.43
1.595515,-0.0834,11.5977,1.2502,2.44
1.596583,-0.6531,11.7091,0.9403,2.49
1.611754,-0.8155,11.6769,0.8146,2.46
1.617515,-0.6606,11.448,0.9467,2.26
1.62677,-0.3483,11.0414,1.191,1.98
1.644188,0.1163,10.4981,1.4466,1.76
1.646424,0.501,9.9088,1.723,1.84
1.662235,0.5901,9.4219,1.9268,2.02
1.667585,0.4723,8.9459,2.0199,2.15
1.676911,0.2151,8.6278,1.8663,2.07
1.695886,0.0932,8.8095,1.1819,1.37
1.696053,0.1458,9.7127,0.6308,0.68
1.712169,0.0239,11.2448,0.487,1.81
1.717127,0.2172,13.1272,0.1813,3.64
1.729359,1.0128,14.4527,-1.1627,5.19
1.743743,2.1078,14.511700000000001,-3.2073,6.31
1.746182,2.7225,13.3701,-4.9862,6.87
1.761243,2.2703,11.8044,-5.5761,6.45
1.766697,1.1861,10.5074,-5.2019,5.43
1.777487,0.1827,9.7304,-4.703,4.71
1.796521,-0.8304,9.2181,-4.2348,4.32
1.796759,-2.0157,8.9012,-3.6987,4.25
1.81097,-2.9123,8.8737,-2.9016,4.16
1.816334,-3.085,9.0314,-1.9348,3.67
1.830521,-2.7436,9.316,-1.0339,2.94
1.836187,-2.1935,9.6023,-0.2317,2.21
1.846035,-1.5814,10.0014,0.4669,1.72
1.861197,-0.8232,10.4199,0.9927,1.58
1.866156,0.0482,10.7009,1.1111,1.64
1.880035,1.0069,10.7958,0.6541,1.77
1.88656,1.7286,10.7397,-0.0422,2.13
1.895794,2.1788,10.5562,-0.7027,2.52
1.911625,2.3785,10.2874,-1.2284,2.79
1.915904,2.4309,9.9405,-1.635,2.96
1.928538,2.352,9.5159,-1.8079,2.97
1.935924,2.1771,9.04,-1.8613,2.9
1.947252,1.916,8.5464,-1.7455,2.76
1.962674,1.6456,8.0843,-1.4413,2.61
1.965828,1.2445,7.6076999999999995,-1.085,2.51
1.978409,0.6225,7.339700000000001,-0.6333,2.34
1.985786,-0.2045,7.2940000000000005,-0.1156,2.22
1.996076,-0.97,7.3187,0.2178,2.4
2.012633,-1.6529,7.4838000000000005,0.3577,2.63
2.016001,-2.1497,7.7721,0.3711,2.78
2.029638,-2.4769,8.1942,0.353,2.82
2.03593,-2.3762,8.6735,0.2798,2.53
2.048825,-1.9687,9.1408,0.096,2.0
2.06719,-1.5,9.4547,-0.1285,1.51
2.067622,-1.0368,9.5553,-0.2812,1.08
2.084817,-0.6396,9.5257,-0.3214,0.72
2.086384,-0.3353,9.3078,-0.2413,0.46
2.104205,-0.1725,8.9514,-0.1479,0.59
2.117419,-0.0992,8.5592,0.0474,0.95
2.11763,-0.1024,8.2677,0.3902,1.3
2.132254,-0.143,8.064,0.921,1.71
2.135974,-0.1022,7.9778,1.3571,2.04
2.1502,-0.0802,7.9745,1.7079,2.29
2.165765,-0.0878,8.1458,1.9387,2.37
2.16595,-0.1573,8.6044,2.0166,2.21
2.182802,-0.2466,9.2089,1.959,2.0
2.185786,-0.3367,9.9575,1.7043,1.8
2.200289,-0.3861,10.8492,1.2732,1.89
2.206121,-0.4032,11.7848,0.8597,2.47
2.216551,-0.2836,12.5558,0.6784,3.14
2.232965,0.0424,13.0024,0.9179,3.62
2.235814,0.4624,13.109300000000001,1.4464,3.92
2.250395,0.5781,12.8817,1.9911,3.97
2.256625,0.1386,12.4412,2.2497,3.71
2.266822,-0.2261,12.0029,2.0474,3.24
2.282597,-0.164,12.1792,0.4995,2.73
2.285952,-0.3288,12.7076,0.4405,3.25
2.299944,0.2196,13.3984,2.7794,4.79
2.30611,0.2883,13.9589,4.9852,6.69
2.316988,-0.9087,13.6384,3.7858,5.68
2.333656,-2.4686,12.932,0.6074,4.27
2.335544,-3.3047,12.5196,-1.1885,4.63
2.34871,-3.2883,12.3377,-1.3281,4.54
2.355694,-2.7573,11.9944,-1.183,3.9
2.36606,-1.972,11.5235,-1.1518,3.05
2.383875,-1.0758,10.9039,-1.4034,2.26
2.385346,-0.1042,9.8122,-2.0149,2.04
2.398212,0.7576,8.6119,-2.6878,2.93
2.405353,1.4217,7.622,-3.1189,3.91
2.417349,1.7742,7.2986,-2.7961,3.98
