time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.020057,-0.0268,9.819,0.0458,0.32
0.035865,-0.0007,9.879,0.0363,0.38
0.050585,-0.0462,9.8431,0.0317,0.35
0.050715,-0.1085,9.8002,0.0424,0.32
0.063614,0.1628,9.9853,0.0499,0.51
0.083535,-0.1059,10.0045,-0.0704,0.52
0.097112,-0.0419,9.7527,-0.0664,0.26
0.099078,-0.0258,9.7371,0.0285,0.24
0.113573,-0.0725,9.7324,0.1061,0.27
0.11922,-0.0818,9.7895,0.1192,0.32
0.131314,-0.1303,9.7727,0.1107,0.32
0.14658,-0.1835,9.8017,0.1091,0.37
0.149085,-0.191,9.7609,0.1453,0.35
0.164094,-0.1901,9.7731,0.1286,0.36
0.169406,-0.1638,9.8481,0.0766,0.39
0.180004,-0.1244,9.886,0.0897,0.42
0.197537,-0.0786,9.9031,0.0873,0.42
0.198717,-0.0184,9.8959,0.1317,0.42
0.21356,0.0154,9.8858,0.1711,0.42
0.219288,0.0109,9.9198,0.1634,0.45
0.230902,0.0306,9.9598,0.1986,0.5
0.248242,0.0412,10.0009,0.2268,0.55
0.249045,0.016,10.054,0.2446,0.61
0.264363,-0.1044,9.9893,0.1727,0.53
0.269313,-0.2622,9.8938,0.1726,0.5
0.281411,-0.3473,9.8705,0.3245,0.6
0.298984,-0.4078,9.8112,0.3962,0.65
0.299129,-0.4279,9.7758,0.3604,0.62
0.31727,-0.4256,9.8082,0.3609,0.64
0.318559,-0.4279,9.7916,0.3702,0.64
0.33239,-0.3985,9.8037,0.3655,0.62
0.338402,-0.357,9.8008,0.3661,0.59
0.34975,-0.3268,9.801,0.4189,0.61
0.369908,-0.3331,9.792300000000001,0.4503,0.63
0.370031,-0.3416,9.7997,0.4893,0.67
0.383322,-0.3551,9.8291,0.5012,0.7
0.38894,-0.3562,9.8485,0.5186,0.72
0.398655,-0.3495,9.8818,0.4932,0.71
0.416099,-0.3392,9.9141,0.4636,0.71
0.418511,-0.3269,9.9234,0.3969,0.67
0.433059,-0.3516,9.8447,0.3753,0.62
0.439003,-0.3822,9.7592,0.3601,0.59
0.449148,-0.3849,9.7255,0.305,0.54
0.465348,-0.348,9.7427,0.3226,0.53
0.468692,-0.3332,9.7286,0.304,0.51
0.482813,-0.3606,9.6707,0.2531,0.47
0.488824,-0.3071,9.6803,0.2066,0.41
0.49909,-0.2692,9.6821,0.1803,0.37
0.517694,-0.2364,9.6726,0.2043,0.36
0.518597,-0.1699,9.6859,0.2408,0.35
0.533932,-0.1487,9.6832,0.2002,0.31
0.538618,-0.1342,9.7184,0.2054,0.33
0.549631,-0.1227,9.7533,0.1712,0.33
0.566114,-0.1357,9.7972,0.144,0.36
0.568163,-0.127,9.7907,0.1172,0.34
0.584406,-0.0835,9.8424,0.0918,0.36
0.588632,-0.0454,9.8669,-0.0298,0.37
0.599887,0.003,9.8923,-0.1553,0.42
0.618244,0.0421,9.8906,-0.2409,0.46
0.618402,0.0949,9.8721,-0.2783,0.47
0.6354,0.1388,9.8965,-0.3324,0.54
0.639467,0.1481,9.8781,-0.4441,0.6
0.651021,0.1854,9.8918,-0.5338,0.69
0.658239,0.2257,9.8875,-0.5363,0.7
0.668241,0.2285,9.8342,-0.5616,0.69
0.68433,0.2381,9.7609,-0.5783,0.68
0.688326,0.3035,9.6755,-0.5711,0.67
0.700675,0.3873,9.585,-0.519,0.65
0.708087,0.4686,9.5382,-0.458,0.66
0.718107,0.5363,9.5177,-0.338,0.63
0.734007,0.5424,9.5598,-0.1837,0.58
0.737803,0.4502,9.6473,-0.0682,0.48
0.750812,0.3189,9.7623,0.0168,0.41
0.757933,0.1118,9.9376,0.1019,0.46
0.768035,-0.0691,10.0989,0.1119,0.61
0.78445,-0.1648,10.288,0.0422,0.81
0.787892,-0.1841,10.487,0.0016,1.0
0.801572,-0.1285,10.5798,0.0033,1.09
0.807896,-0.0911,10.6324,0.044,1.14
0.818605,-0.0515,10.651,0.1291,1.16
0.837794,-0.0131,10.5476,0.2228,1.07
0.837958,-0.0816,10.3586,0.3672,0.94
0.853558,-0.1895,10.1739,0.5759,0.91
0.858595,-0.2999,9.9785,0.6831,0.89
0.869007,-0.346,9.7953,0.732,0.86
0.887236,-0.3112,9.688,0.8225,0.9
0.892286,-0.2639,9.6387,0.8097,0.86
0.903181,-0.091,9.5809,0.7291,0.74
0.920163,0.1615,9.5068,0.6108,0.63
0.944428,0.82,9.4042,0.3493,0.9
0.944646,1.066,9.36,0.2486,1.1
0.952174,1.188,9.383,0.2589,1.22
0.969787,1.2809,9.3822,0.3198,1.33
0.972325,1.2567,9.3817,0.3728,1.32
0.986835,1.0771,9.4035,0.4166,1.16
0.992167,0.8745,9.4505,0.4613,0.99
1.004126,0.653,9.4913,0.485,0.81
1.020433,0.4,9.5637,0.4296,0.59
1.021872,0.1539,9.6438,0.4127,0.46
1.037876,-0.0298,9.6554,0.4284,0.46
1.043261,-0.1004,9.6481,0.4265,0.46
1.053614,-0.1499,9.6076,0.3617,0.41
1.071615,-0.1682,9.6079,0.2596,0.33
1.071794,-0.2161,9.642,0.2801,0.38
1.087582,-0.2706,9.676,0.3612,0.48
1.092012,-0.2762,9.645,0.41,0.52
1.103653,-0.2889,9.6265,0.4012,0.51
1.111991,-0.2719,9.5971,0.4632,0.55
1.122006,-0.2292,9.5374,0.5346,0.58
1.137313,-0.1794,9.4689,0.5117,0.54
1.141768,-0.0891,9.4576,0.559,0.57
1.155869,0.0553,9.4243,0.6049,0.61
1.162106,0.1749,9.4299,0.6154,0.64
1.171815,0.2769,9.4407,0.6265,0.69
1.188707,0.3705,9.4573,0.5612,0.67
1.191346,0.3726,9.4609,0.4399,0.58
1.204586,0.3469,9.4255,0.316,0.48
1.211879,0.2988,9.3991,0.1527,0.35
1.221951,0.2229,9.302,-0.0087,0.3
1.238905,0.1415,9.1261,-0.1139,0.42
1.242019,0.0454,8.8446,-0.1501,0.67
1.254682,-0.0596,8.5613,-0.1269,0.95
1.261916,-0.2025,8.2114,-0.0823,1.31
1.272137,-0.4013,7.8165,0.0269,1.73
1.289136,-0.5721,7.4207,0.1203,2.16
1.291722,-0.7147,6.9729,0.1545,2.63
1.305094,-0.8009,6.502800000000001,0.2742,3.11
1.311685,-0.7189,6.0718,0.2909,3.51
1.322658,-0.5723,5.6568000000000005,0.4342,3.91
1.340066,-0.2588,5.2898,0.5997,4.26
1.345447,0.2241,5.019,0.8162,4.56
1.355237,0.7655,4.7911,1.0685,4.89
1.361315,1.1983,4.609,1.2844,5.2
1.372158,1.4418,4.4806,1.3878,5.4
1.389915,1.6411,4.3542,1.2478,5.54
1.391062,1.7229,4.2272,1.0028,5.64
1.404208,1.5423,4.3111,0.8008,5.47
1.411033,1.1727,4.565,0.7047,5.12
1.421664,0.752,4.903,0.6911,4.71
1.441078,0.2959,5.4517,0.0439,4.06
1.441831,0.2424,6.2712,-0.8183,3.34
1.462947,-0.0086,7.2354,-1.4647,2.7
1.463212,-1.1595,8.9227,-1.9053,2.3
1.477038,-1.4879,11.056000000000001,-2.6243,3.39
1.481646,-1.2463,13.1621,-3.6007,5.28
1.494359,-1.7219,15.421700000000001,-4.5016,7.64
1.51781,-2.0205,17.4771,-4.6538,9.45
1.518312,-0.8828,19.0729,-4.5512,10.64
1.528503,0.9533,19.9932,-3.8265,11.21
1.530634,1.8928,19.9797,-2.2627,10.89
1.540754,2.3612,19.194000000000003,-0.6794,10.0
1.557512,2.3669,17.836399999999998,0.6077,8.69
1.561356,1.9992,16.4503,1.1335,7.32
1.574158,1.3649,15.5171,0.4754,6.19
1.580977,-0.8607,16.0096,0.2989,6.57
1.590809,-4.1515,17.4913,1.4852,9.13
1.607936,-5.0542,18.276899999999998,1.4225,10.23
1.610818,-2.8915,16.7267,-0.0692,7.78
1.624195,-0.6011,13.790199999999999,-1.0459,4.46
1.631975,0.0336,11.4549,-0.8317,2.12
1.640964,-0.0244,9.8489,-0.0826,0.36
1.657668,-0.0739,8.8152,0.6456,0.94
1.660651,-0.1413,8.193999999999999,0.8982,1.59
1.674218,-0.3807,7.6927,0.7378,1.99
1.680802,-0.8528,7.4763,0.4589,2.24
1.690925,-1.2983,7.4348,0.4165,2.47
1.706734,-1.4843,7.5264,0.5152,2.52
1.710648,-1.4607,7.6551,0.6784,2.45
1.724279,-1.3145,7.743,0.6934,2.3
1.73069,-1.1348,7.7394,0.4916,2.15
1.741737,-1.0142,7.7638,0.1712,2.02
1.758323,-0.955,7.8121,-0.2071,1.95
1.760509,-0.9559,7.8107,-0.5819,2.03
1.775229,-0.9709,7.7595,-0.9225,2.2
1.780825,-1.0168,7.7244,-1.1503,2.35
1.791198,-1.1151,7.7594,-1.0663,2.33
1.810815,-1.1253,7.8182,-0.7716,2.17
1.811026,-1.1116,7.8697,-0.379,2.01
1.82613,-1.1652,7.937,0.0595,1.95
1.830956,-1.1697,7.9451,0.3716,1.98
1.843485,-1.0604,7.8179,0.6284,2.09
1.860568,-0.9295,7.6846,0.6942,2.15
1.860763,-0.8084,7.5055,0.7547,2.28
1.876321,-0.5465,7.3047,0.8338,2.41
1.881383,-0.3035,7.161300000000001,0.9211,2.53
1.894252,-0.1552,7.2275,1.1014,2.53
1.90133,-0.1915,7.498200000000001,1.3482,2.42
1.910967,-0.4719,8.0496,1.6439,2.24
1.927366,-0.7528,8.7599,2.0678,2.32
1.944238,-0.71,9.3698,2.3493,2.46
1.944408,-0.3669,9.6778,2.1991,2.24
1.950969,0.1165,9.6479,1.6262,1.64
1.960791,0.5575,9.4244,1.0018,1.15
1.976361,0.6934,9.1539,0.6613,1.02
1.981175,0.364,8.8568,0.5497,0.92
1.993822,-0.3028,8.5665,0.5945,1.15
2.001009,-0.8133,8.3547,0.6934,1.57
2.010636,-1.1159,7.9993,0.4438,1.92
2.028206,-1.167,7.3693,-0.2092,2.44
2.030671,-1.1026,6.6467,-0.8032,3.16
2.044562,-0.9128,6.2536000000000005,-0.9027,3.49
2.05084,-0.5084,6.3056,-0.9042,3.36
2.061254,-0.2489,6.7278,-0.9438,2.94
2.079021,-0.2594,7.7745,-1.2207,2.13
2.080456,-0.0987,9.3254,-1.9838,1.99
2.094079,0.2361,11.1094,-2.8292,3.26
2.100818,0.4485,12.8759,-3.4128,4.82
2.111589,0.3685,14.480599999999999,-3.5967,6.15
2.127782,-0.2482,15.7585,-4.0295,7.45
2.130338,-0.9876,16.9344,-4.9919,9.01
2.144382,-1.2067,18.4149,-5.4136,10.5
2.150766,0.2716,20.3904,-2.9517,11.29
2.162697,1.7046,22.848300000000002,0.4161,13.46
2.178759,0.7727,24.1526,1.1216,14.72
2.180476,-0.5107,22.5673,-0.1666,13.08
2.195411,-0.7609,19.1943,-0.8498,9.76
2.200803,-0.2891,15.6982,-0.1874,6.21
2.212798,-0.0906,12.7482,0.4594,3.28
2.229496,-0.121,10.3511,0.9621,1.29
2.23028,-0.12,8.4484,1.2407,1.63
2.246154,0.0428,6.8599,1.2938,2.94
2.251302,0.1627,5.8148,1.1183,3.85
2.263725,0.4652,5.2364,0.9693,4.4
2.270491,0.5809,4.9412,0.8818,4.68
2.280751,0.5787,4.9683,0.7862,4.64
2.296521,0.3778,5.199,0.6394,4.36
2.313618,0.3586,6.2006,-0.1376,3.32
2.320339,0.4351,6.8215,-0.6674,2.79
2.330442,0.5745,7.3914,-1.1808,2.48
2.34673,0.6437,7.8963,-1.3983,2.22
2.350346,0.7565,8.3375,-1.4261,1.99
2.362723,0.8135,8.6988,-1.2574,1.7
2.370318,0.7975,8.9388,-1.0244,1.41
2.380317,0.8823,9.0646,-0.773,1.25
2.397382,1.0731,9.05,-0.4708,1.26
2.400216,1.1194,8.9127,-0.1723,1.28
2.413394,1.1866,8.7287,0.1651,1.42
2.420321,1.2645,8.5106,0.39,1.65
2.431152,1.2972,8.1725,0.4292,1.91
2.447289,1.2022,7.7771,0.467,2.15
2.45016,0.9916,7.3954,0.4921,2.38
2.465,0.6571,7.0445,0.5281,2.6
2.470291,0.3255,6.7827,0.6064,2.8
2.481418,0.0784,6.5760000000000005,0.6886,3.01
2.498034,-0.052,6.547499999999999,0.7275,3.04
2.501237,-0.0675,6.7626,0.9391,2.89
2.515502,-0.0694,7.1421,1.2848,2.69
2.519567,-0.0593,7.5193,1.606,2.55
2.531906,-0.0338,7.7389,1.6921,2.44
2.554906,-0.0351,7.8169,1.7104,2.4
2.56551,-0.2261,7.384399999999999,1.0888,2.39
2.583656,-0.7498,6.8293,0.4161,2.8
2.600384,-0.8126,6.7673000000000005,0.3323,2.87
2.600581,-0.7645,6.9209,0.4687,2.73
2.616637,-0.7082,7.1569,0.6432,2.53
2.61981,-0.4194,7.4251000000000005,0.7461,2.24
2.632747,0.0018,7.7831,0.4574,1.78
2.640435,0.5103,8.3681,-0.6032,1.38
2.649586,0.8493,8.9331,-1.9268,2.18
2.66557,0.1261,9.8529,-3.0306,3.05
2.669419,-0.542,11.3412,-4.1074,4.53
2.682342,-0.7584,12.8695,-5.2312,6.27
2.689866,-1.4786,14.214400000000001,-5.8801,7.68
2.699308,-1.298,15.2629,-6.1473,8.53
2.716702,0.3119,16.0193,-5.7067,8.67
2.7193,1.9692,16.5072,-4.3339,8.47
2.731533,2.7775,16.647,-2.2894,8.0
2.739385,2.7704,16.2943,-0.2931,7.34
2.749385,2.2957,15.500399999999999,0.954,6.49
2.76548,1.975,14.8104,0.4231,5.68
2.769603,0.6287,15.0512,-0.4032,5.6
2.784298,-2.6216,16.3593,1.4129,7.48
2.789788,-4.3354,17.957900000000002,2.5936,9.85
2.80009,-3.3399,17.9227,1.2204,9.14
2.816688,-1.6322,16.1509,-0.7897,6.89
2.819491,-0.8355,14.1475,-1.1972,4.87
2.834089,-1.0281,12.5737,-0.4734,3.28
2.839854,-1.2342,11.1743,0.4693,2.13
2.849807,-1.1864,10.0994,0.909,1.61
2.867724,-1.0229,9.2257,0.7446,1.29
