time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009947,-0.3947,9.9648,0.1449,0.63
0.010067,-0.1031,9.7723,0.131,0.32
0.021741,-0.0201,9.8474,0.2197,0.41
0.040905,0.1633,9.896,0.2977,0.52
0.04109,0.2425,9.7874,0.4792,0.61
0.061936,0.2193,9.6689,0.603,0.66
0.062129,0.1778,9.5507,0.6626,0.69
0.072226,0.0753,9.4646,0.6248,0.63
0.082505,0.0035,9.423,0.5212,0.53
0.102881,-0.0533,9.4455,0.3082,0.32
0.116167,-0.0672,9.5625,0.0654,0.11
0.132304,-0.0827,9.6976,0.0747,0.23
0.148257,-0.1111,9.7371,0.0435,0.27
0.150074,-0.1535,9.8621,0.0141,0.39
0.166099,-0.1372,9.9114,-0.0312,0.43
0.170491,-0.041,9.8677,-0.1065,0.39
0.18369,0.0544,9.8163,-0.0758,0.33
0.190439,0.1354,9.7339,-0.0353,0.27
0.200656,0.2011,9.6545,-0.0114,0.25
0.214375,0.1619,9.57,0.0282,0.18
0.220362,0.1067,9.5283,0.1272,0.17
0.232589,0.0747,9.5383,0.2396,0.25
0.23981,0.1361,9.6127,0.2983,0.35
0.249904,0.1589,9.7085,0.2524,0.36
0.266134,0.1423,9.7849,0.1393,0.35
0.269999,0.1493,9.8129,0.0345,0.35
0.283942,0.1264,9.7779,-0.056,0.31
0.289885,0.1288,9.6936,-0.1071,0.26
0.299911,0.0936,9.6711,-0.1629,0.25
0.315502,0.0968,9.6966,-0.1552,0.27
0.32003,0.0593,9.763,-0.0926,0.29
0.33255,0.0152,9.8127,-0.049,0.32
0.339764,-0.0024,9.834,0.0072,0.33
0.349922,-0.0214,9.8161,0.0017,0.32
0.366251,-0.019,9.791,-0.0282,0.29
0.370052,0.0035,9.7806,-0.0811,0.29
0.383267,0.0068,9.7331,-0.124,0.26
0.38985,0.0302,9.7128,-0.2031,0.3
0.400415,0.0865,9.6584,-0.2977,0.35
0.416883,0.1138,9.6523,-0.373,0.42
0.419797,0.1725,9.6357,-0.356,0.42
0.435481,0.2009,9.6479,-0.2284,0.34
0.443952,0.2446,9.6336,-0.1174,0.3
0.451523,0.1982,9.6108,0.0109,0.23
0.467687,0.2058,9.6362,0.1318,0.28
0.469715,0.1253,9.6689,0.1367,0.25
0.485063,0.0979,9.7857,0.1484,0.34
0.489577,0.1124,9.9145,0.1036,0.44
0.501107,0.1529,9.9594,0.1358,0.5
0.522619,0.1211,9.9611,0.2511,0.54
0.522844,0.0658,9.9654,0.3143,0.57
0.534128,0.026,9.9427,0.3269,0.55
0.539693,-0.0223,9.803,0.2855,0.42
0.553321,-0.0209,9.6383,0.3178,0.35
0.567346,-0.0166,9.5399,0.4186,0.42
0.570228,0.0047,9.5649,0.4554,0.46
0.585385,0.046,9.6484,0.5137,0.54
0.589304,0.113,9.7373,0.5078,0.57
0.602358,0.1661,9.7968,0.4251,0.54
0.609673,0.2109,9.8559,0.3115,0.52
0.621104,0.181,9.8569,0.2127,0.45
0.635835,0.0815,9.8157,0.1024,0.34
0.6401,-0.0274,9.7275,-0.0012,0.23
0.654453,-0.0786,9.6663,-0.1119,0.22
0.65927,-0.1077,9.6293,-0.1159,0.2
0.674697,-0.109,9.6819,-0.0266,0.21
0.696258,-0.0484,9.7799,0.0684,0.29
0.719968,-0.0375,9.941,0.1343,0.46
0.720403,-0.1,9.9889,0.1675,0.53
0.735791,-0.3545,9.9328,0.0939,0.57
0.748202,-0.4732,9.8669,0.0497,0.6
0.772339,-0.4679,9.7968,0.0233,0.55
0.786655,-0.1174,9.7603,-0.0806,0.3
0.798047,-0.0341,9.8274,-0.0134,0.33
0.811159,0.0108,9.898,0.1332,0.42
0.824318,-0.044,9.8524,0.2103,0.41
0.844447,-0.068,9.7837,0.209,0.36
0.8549,0.0568,9.5699,0.1057,0.14
0.872925,0.1371,9.4242,0.0284,0.16
0.88883,0.0725,9.4703,-0.0141,0.08
0.888953,-0.0285,9.5903,0.0191,0.1
0.905129,-0.0517,9.7673,0.0909,0.29
0.908827,-0.0488,9.9445,0.1506,0.47
0.923633,-0.0256,10.1094,0.2403,0.66
0.942336,0.0571,10.1639,0.2979,0.73
0.942506,0.1472,10.1493,0.2951,0.73
0.958226,0.1987,10.0984,0.2854,0.69
0.95871,0.2145,10.0323,0.3222,0.66
0.975896,0.2166,9.9301,0.3369,0.59
0.978872,0.1785,9.8497,0.4013,0.56
