time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.010373,-0.2339,0.2063,9.5849,0.32
0.024398,-0.1941,0.4294,9.3739,0.49
0.039087,-0.214,0.463,9.4122,0.52
0.050382,-0.098,0.3784,9.3419,0.42
0.062388,-0.1083,0.2961,9.3675,0.34
0.069871,-0.1505,0.261,9.4466,0.31
0.082645,-0.1417,0.2719,9.4954,0.31
0.096428,-0.1274,0.2939,9.5549,0.33
0.099783,-0.1124,0.3198,9.5643,0.35
0.11483,-0.1183,0.3536,9.6191,0.39
0.1199,-0.1,0.3702,9.638,0.41
0.130319,-0.0544,0.3817,9.5867,0.4
0.146277,-0.0395,0.3644,9.4961,0.37
0.150105,-0.0597,0.333,9.4388,0.34
0.164803,-0.0677,0.3137,9.4379,0.33
0.170087,-0.1088,0.2775,9.4798,0.3
0.17953,-0.1271,0.2694,9.5177,0.3
0.197364,-0.1403,0.2793,9.5581,0.32
0.199248,-0.1726,0.3218,9.525,0.37
0.216299,-0.1911,0.3364,9.4986,0.39
0.219839,-0.1625,0.3711,9.4572,0.41
0.232575,-0.0989,0.3876,9.4366,0.41
0.247754,-0.0525,0.3853,9.4303,0.4
0.249457,-0.0014,0.3589,9.4311,0.37
0.267276,-0.0318,0.3368,9.4269,0.35
0.26937,-0.0799,0.3626,9.4806,0.37
0.281595,-0.0822,0.3466,9.5426,0.36
0.299744,-0.0713,0.3346,9.5668,0.35
0.299927,-0.0893,0.3314,9.5271,0.34
0.313201,-0.0776,0.3294,9.5298,0.34
0.319357,-0.1058,0.3464,9.5389,0.36
0.334162,-0.0976,0.3294,9.5632,0.35
0.348523,-0.0934,0.3384,9.5747,0.36
0.349192,-0.0781,0.3432,9.5429,0.35
0.365292,-0.022,0.3261,9.5049,0.33
0.369558,-0.0044,0.305,9.4886,0.31
0.382603,0.0357,0.346,9.5058,0.35
0.389408,0.062,0.3621,9.5229,0.37
0.400955,0.0378,0.3913,9.5679,0.4
0.416602,-0.0173,0.3984,9.6172,0.42
0.419384,-0.0891,0.3751,9.6356,0.41
0.431612,-0.0709,0.3424,9.6546,0.38
0.4395,-0.085,0.2947,9.6413,0.34
0.450664,-0.0818,0.2518,9.5788,0.28
0.465072,-0.0903,0.2471,9.5755,0.27
0.469187,-0.1125,0.2612,9.5564,0.29
0.483229,-0.1,0.2455,9.5544,0.27
0.489414,-0.1201,0.2257,9.5851,0.27
0.512178,-0.081,0.2359,9.6517,0.29
0.534394,-0.0966,0.229,9.7006,0.32
0.539478,-0.0959,0.2289,9.7113,0.33
0.548869,-0.1428,0.2616,9.7403,0.38
