time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.028648,-0.3953,9.8387,0.3693,0.64
0.045601,-0.1709,9.8962,0.2341,0.49
0.06492,-0.0923,9.8499,0.2443,0.44
0.065042,-0.1389,9.8018,0.2428,0.41
0.07383,-0.1762,9.8067,0.2386,0.43
0.080287,-0.2427,9.8547,0.2584,0.5
0.089264,-0.2783,9.9027,0.266,0.56
0.108251,-0.3386,9.8721,0.3206,0.6
0.118136,-0.3504,9.8332,0.3812,0.62
0.129362,-0.2913,9.8192,0.4086,0.59
0.137975,-0.2874,9.8053,0.3538,0.55
0.148002,-0.2766,9.8191,0.2591,0.5
0.162353,-0.2276,9.874,0.2371,0.5
0.167803,-0.1978,9.9598,0.2271,0.55
0.179128,-0.1766,10.0077,0.1624,0.56
0.188263,-0.1541,9.9717,0.1584,0.52
0.197755,-0.1496,9.9389,0.0826,0.47
0.213294,-0.1292,9.8484,0.0504,0.37
0.217917,-0.0199,9.6811,0.2267,0.29
0.229633,-0.1447,9.6557,0.2658,0.34
0.237873,-0.0485,9.7115,0.2123,0.3
0.247777,0.0569,9.7365,0.2059,0.32
0.263477,0.0794,9.6917,0.25,0.32
0.267954,0.0733,9.6483,0.2949,0.34
0.280187,0.0139,9.6592,0.3625,0.4
0.287856,-0.0913,9.7004,0.3732,0.43
0.298035,-0.2031,9.8227,0.376,0.54
0.314156,-0.0994,9.9993,0.4472,0.68
0.317846,-0.2399,10.055,0.3898,0.72
0.330898,-0.5512,10.0836,0.3385,0.87
0.338083,-0.5797,10.0244,0.2928,0.83
0.351888,-0.5316,9.9634,0.2267,0.74
0.366694,-0.4378,9.9284,0.164,0.63
0.371698,-0.3763,9.8833,0.133,0.55
0.381906,-0.1246,9.8313,0.2553,0.44
0.39707,0.2495,9.8275,0.2679,0.49
0.401775,0.2106,9.8564,0.3,0.51
0.414327,0.1557,9.8231,0.3061,0.47
0.422034,0.1245,9.7975,0.3246,0.46
0.43297,-0.0207,9.7325,0.2129,0.32
0.448756,0.184,9.5589,-0.0269,0.2
0.451772,0.181,9.5527,-0.2325,0.3
0.465085,-0.0642,9.6948,-0.1981,0.29
0.471898,-0.0156,9.8082,-0.1429,0.34
0.481756,0.0007,9.9298,-0.0658,0.43
0.499139,0.1683,9.9846,-0.0294,0.51
0.517303,0.2588,10.1459,0.3175,0.76
0.521881,0.4523,10.158,0.3638,0.88
0.534475,0.5019,10.0894,0.4182,0.88
0.551011,0.4993,9.9743,0.4433,0.82
0.55199,0.4929,9.8195,0.5007,0.77
0.568535,0.4594,9.6759,0.5715,0.75
0.571666,0.4633,9.5175,0.5728,0.74
0.584876,0.4617,9.4021,0.5211,0.7
0.59139,0.473,9.3573,0.446,0.67
0.610358,0.5396,9.3361,0.4047,0.69
0.620913,0.6364,9.377,0.3169,0.72
0.621432,0.7059,9.4655,0.1637,0.73
0.632978,0.748,9.5809,-0.0131,0.75
0.641714,0.8129,9.6867,-0.1508,0.85
0.651439,0.8744,9.8545,-0.2246,0.97
0.666335,0.8695,10.0511,-0.3335,1.08
0.671346,0.8149,10.2073,-0.4131,1.16
0.685018,0.7009,10.2799,-0.456,1.14
0.691604,0.63,10.2414,-0.4156,1.06
0.702173,0.5213,10.1336,-0.2555,0.86
0.718426,0.3357,9.9595,-0.0222,0.57
0.721886,0.129,9.712,0.2317,0.34
0.734842,-0.0637,9.4516,0.4884,0.49
0.741785,-0.1866,9.2686,0.6804,0.74
0.751846,-0.1736,9.1124,0.8597,0.96
0.768753,-0.0967,9.0229,1.0713,1.18
0.771659,0.017,8.9762,1.2695,1.37
0.785364,0.1626,8.9703,1.4367,1.54
0.791547,0.3433,8.9325,1.4693,1.61
0.802218,0.4336,8.9289,1.4411,1.61
0.818112,0.4472,8.8992,1.3877,1.58
0.821599,0.403,8.8622,1.3313,1.53
0.835814,0.3051,8.8223,1.256,1.46
0.841691,0.2449,8.7798,1.1764,1.4
0.864168,0.2389,8.7151,1.1479,1.41
0.864378,0.3137,8.7877,1.1616,1.4
0.871806,0.4342,8.925,1.2407,1.43
0.886855,0.5461,9.1156,1.4647,1.61
0.891477,0.551,9.2969,1.6224,1.73
0.903855,0.4303,9.4165,1.4995,1.56
0.918495,0.2782,9.5276,1.3232,1.35
0.921345,0.0952,9.6768,1.124,1.14
0.936027,-0.1323,9.8228,0.9413,1.0
0.941164,-0.325,9.9884,0.8834,1.06
0.952313,-0.3757,10.1475,0.927,1.19
0.961223,-0.3348,10.2755,1.0869,1.38
0.971218,-0.2788,10.338,1.2948,1.57
0.985739,-0.2672,10.2983,1.4707,1.69
0.991061,-0.288,10.2201,1.644,1.82
1.001437,-0.3081,10.0788,1.8463,1.96
1.010949,-0.2994,9.9453,2.056,2.12
1.021083,-0.2399,9.8698,2.305,2.35
1.036435,-0.0524,9.8841,2.5921,2.62
1.041035,0.2349,9.9833,2.9438,2.99
1.054107,0.5882,10.1091,2.9677,3.09
1.061003,0.928,10.5188,1.9717,2.41
1.07277,1.2608,11.2752,1.5975,2.7
1.08711,1.3027,12.4193,2.7403,4.21
1.092798,1.1671,13.8128,3.7635,5.84
1.10317,1.1908,14.4247,2.994,5.89
1.110826,1.4419,13.5247,0.5227,4.31
1.121257,1.9083,12.0042,-1.7622,3.61
1.136407,1.9085,10.9526,-3.1529,3.96
1.141089,1.3346,10.3031,-4.0607,4.35
1.152874,0.2903,9.7344,-4.6942,4.71
1.161052,-1.2449,9.4802,-5.0056,5.16
