time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.017619,-0.0759,9.8302,0.1808,0.38
0.017724,0.0599,9.7309,0.1734,0.29
0.029914,0.0108,9.6374,0.1151,0.18
0.030084,0.0887,9.6009,0.1414,0.2
0.054054,0.2202,9.6292,0.1708,0.31
0.054306,0.1761,9.6023,0.1249,0.24
0.067829,0.0996,9.6223,0.1201,0.2
0.070257,-0.0167,9.6716,0.1141,0.21
0.0805,-0.1143,9.7266,0.0796,0.27
0.098901,-0.1495,9.7705,0.0722,0.32
0.100335,-0.1599,9.8116,0.0551,0.35
0.113961,-0.19,9.8062,0.0592,0.37
0.120708,-0.1713,9.8134,0.0876,0.37
0.131805,-0.0852,9.8275,0.1024,0.35
0.146857,-0.0553,9.8881,0.0371,0.39
0.150339,-0.0545,9.9086,0.0042,0.41
0.165864,-0.0839,9.9195,-0.0072,0.43
0.170232,-0.1247,9.8776,-0.0068,0.4
0.180848,-0.0846,9.848700000000001,0.0022,0.36
0.198936,-0.1081,9.8188,0.0134,0.34
0.199946,-0.1412,9.7509,-0.0032,0.29
0.214957,-0.1343,9.6609,0.0308,0.21
0.22019,-0.0738,9.6188,0.0391,0.15
0.232791,-0.079,9.6755,0.0071,0.19
0.247419,-0.1252,9.6466,0.0091,0.19
0.249668,-0.169,9.6678,0.0122,0.24
0.266616,-0.2029,9.7073,0.0064,0.29
0.270178,-0.2369,9.7608,-0.0072,0.35
0.281077,-0.281,9.7783,-0.0274,0.4
0.300017,-0.2587,9.7787,-0.0453,0.38
0.300174,-0.2458,9.7891,-0.0557,0.38
0.315147,-0.2531,9.8144,-0.0888,0.41
0.320138,-0.21,9.8367,-0.0845,0.41
0.332567,-0.1483,9.8589,-0.1423,0.41
0.341446,-0.1164,9.9207,-0.2357,0.5
0.352495,-0.0541,9.9315,-0.2558,0.5
0.367753,0.0345,9.9589,-0.2785,0.54
0.36953,0.0505,9.9833,-0.2714,0.56
0.384288,0.0745,9.973,-0.1993,0.52
0.390236,0.0709,9.9171,-0.1655,0.45
0.399705,-0.0067,9.8773,-0.1177,0.4
0.418338,-0.0588,9.8367,-0.0348,0.34
0.419508,-0.1018,9.8262,-0.0199,0.34
0.431781,-0.097,9.8478,-0.0431,0.36
0.439763,-0.0715,9.8833,-0.107,0.4
0.450137,-0.0062,9.9108,-0.256,0.48
0.465922,0.1001,9.9972,-0.3577,0.62
0.469441,0.1933,10.0035,-0.3743,0.66
0.483744,0.2701,9.9379,-0.3584,0.63
0.489857,0.2869,9.8755,-0.3353,0.58
0.50045,0.3091,9.7691,-0.248,0.48
0.518232,0.2947,9.7309,-0.1467,0.4
0.519319,0.2022,9.7046,-0.1029,0.31
0.535408,0.116,9.6894,-0.1129,0.25
0.539692,0.0817,9.6872,-0.1144,0.23
0.549556,0.0517,9.7278,-0.1332,0.27
0.569581,0.0372,9.7774,-0.2067,0.35
0.569851,0.0329,9.8387,-0.287,0.45
0.584604,0.038,9.8911,-0.3361,0.52
0.589815,0.0709,9.9386,-0.3609,0.57
0.601578,0.1244,9.9692,-0.3253,0.58
0.617947,0.1776,9.928,-0.2724,0.54
0.619597,0.225,9.8535,-0.2036,0.47
0.634705,0.1866,9.7792,-0.2241,0.4
0.639789,0.1227,9.7209,-0.2121,0.33
0.652785,0.0599,9.6756,-0.2501,0.31
0.669945,0.065,9.7165,-0.2829,0.36
0.670176,0.0484,9.7783,-0.2569,0.38
0.686512,0.0126,9.8593,-0.2216,0.42
0.689439,0.0129,9.9315,-0.1716,0.46
0.702557,-0.0652,9.9558,-0.1332,0.48
0.720289,-0.1144,9.9512,-0.1258,0.48
0.72047,-0.1671,9.8894,-0.1558,0.45
0.736217,-0.1787,9.8439,-0.1745,0.42
0.739318,-0.1944,9.8011,-0.1558,0.39
0.752749,-0.2126,9.7804,-0.2228,0.42
0.771517,-0.2411,9.7736,-0.2666,0.45
0.771878,-0.2351,9.8308,-0.2846,0.5
0.786062,-0.2245,9.8861,-0.2891,0.53
0.789015,-0.186,9.9035,-0.2416,0.51
0.803521,-0.1349,9.8782,-0.1196,0.42
0.809176,-0.1019,9.8688,0.0493,0.39
0.820304,-0.118,9.8096,0.1459,0.36
0.836953,-0.111,9.7674,0.1866,0.34
0.838771,-0.1589,9.7268,0.1447,0.31
0.85333,-0.1606,9.7462,0.0873,0.31
0.859505,-0.1116,9.7463,0.0137,0.27
0.868902,-0.0474,9.792300000000001,-0.0739,0.31
0.885213,-0.0059,9.8662,-0.1842,0.41
0.889187,0.0161,9.9053,-0.2315,0.47
0.901383,0.0453,9.9405,-0.2096,0.49
0.909058,0.0295,9.9461,-0.139,0.47
0.920732,0.0861,9.8918,-0.0185,0.4
0.93649,0.199,9.7947,0.1236,0.38
0.952035,0.2659,9.6127,0.3475,0.45
0.95882,0.2612,9.5414,0.2947,0.4
0.971291,0.2427,9.5729,0.2479,0.35
0.98798,0.1717,9.676,0.2184,0.33
0.988817,0.076,9.8081,0.1666,0.36
1.004963,0.0233,9.9182,0.1028,0.43
1.009235,-0.0012,9.9562,0.0589,0.46
1.019348,0.0202,9.9702,0.0932,0.48
1.038232,0.0225,9.9275,0.1046,0.44
1.038489,0.0637,9.8159,0.1696,0.36
1.055794,0.109,9.7135,0.3076,0.39
1.059266,0.1418,9.6593,0.3429,0.4
1.071978,0.1576,9.6238,0.2646,0.33
1.089245,0.1364,9.6172,0.2017,0.27
1.10551,0.0874,9.8083,-0.0196,0.32
1.123244,0.0505,10.0364,-0.1614,0.56
1.138826,0.0303,10.098700000000001,-0.2056,0.63
1.139065,0.0488,10.0644,-0.2104,0.6
1.155917,0.0446,9.9864,-0.2187,0.54
1.158685,0.0366,9.8963,-0.1808,0.44
1.170966,0.0438,9.7731,-0.1378,0.31
1.178434,0.029,9.7041,-0.0751,0.22
1.188725,0.0285,9.6842,-0.0529,0.19
1.204518,0.0126,9.7234,-0.0569,0.23
1.208711,-0.0414,9.7845,-0.1106,0.31
1.221101,-0.064,9.8456,-0.19,0.4
1.228363,-0.0664,9.9376,-0.2526,0.51
1.238572,-0.1077,9.9919,-0.3087,0.59
1.256454,-0.1287,10.0142,-0.3655,0.64
1.258424,-0.1239,10.0015,-0.3973,0.65
1.273131,-0.1125,9.9761,-0.3926,0.63
1.27864,-0.1063,9.9688,-0.405,0.63
1.288834,-0.1258,9.9327,-0.4066,0.61
1.306956,-0.1107,9.9246,-0.4335,0.62
1.308341,-0.1109,9.8908,-0.4302,0.59
1.321828,-0.1363,9.8503,-0.3851,0.54
1.328357,-0.1337,9.8428,-0.3008,0.48
1.339191,-0.173,9.8265,-0.2439,0.44
1.349358,-0.1274,9.8634,-0.2035,0.44
1.358094,-0.1336,9.9093,-0.2428,0.49
1.374103,-0.1685,9.9742,-0.2711,0.57
1.378228,-0.1959,9.9563,-0.2612,0.56
1.391547,-0.2458,9.9375,-0.2691,0.57
1.409469,-0.2513,9.8926,-0.2781,0.54
1.426095,-0.2171,9.7818,-0.2373,0.43
1.439487,-0.1207,9.7881,-0.0923,0.33
1.463138,-0.0741,9.7642,-0.0158,0.27
1.484821,0.0476,9.6989,-0.0012,0.2
1.485064,0.048,9.6984,-0.0218,0.21
1.499751,0.0511,9.7386,-0.0757,0.26
1.513643,0.0363,9.7481,-0.0146,0.25
1.529879,0.0685,9.7362,0.0904,0.26
1.530039,0.1098,9.7264,0.1411,0.29
1.547021,0.1537,9.739,0.2008,0.35
1.547685,0.1411,9.751,0.2873,0.41
1.558861,0.1187,9.7944,0.2747,0.42
1.573463,0.0216,9.8914,0.2038,0.44
1.577945,-0.1178,9.9957,0.0862,0.52
1.588817,-0.1661,10.0538,-0.0702,0.58
1.597746,-0.1961,10.1261,-0.2532,0.7
1.607812,-0.1833,10.1325,-0.4007,0.77
1.623503,-0.1651,10.1362,-0.4849,0.82
1.627767,-0.1161,10.130700000000001,-0.5249,0.83
1.640622,-0.0137,10.0712,-0.428,0.71
1.648227,0.1151,9.9518,-0.1932,0.5
1.658297,0.2673,9.7818,0.1129,0.4
1.673868,0.276,9.5568,0.4041,0.49
1.67833,0.2466,9.3176,0.6252,0.7
1.690686,0.2137,9.1769,0.77,0.86
1.698722,0.1389,9.106,0.7727,0.88
1.708861,0.0336,9.1773,0.6475,0.72
