time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.014382,0.0693,9.7197,0.2988,0.38
0.014768,0.1762,9.671,0.3292,0.41
0.025551,0.216,9.6823,0.3256,0.43
0.036941,0.2237,9.7139,0.3296,0.45
0.04588,0.1491,9.7446,0.3691,0.47
0.048741,0.059,9.7418,0.4001,0.47
0.067175,-0.035,9.7852,0.4764,0.56
0.068713,-0.0807,9.8458,0.7042,0.79
0.082229,-0.2465,9.8702,0.6476,0.79
0.100414,-0.2842,9.9305,0.6346,0.82
0.100551,-0.2113,9.9687,0.5548,0.76
0.116823,-0.1614,10.0029,0.4115,0.67
0.118941,-0.0985,10.0011,0.4058,0.65
0.136469,-0.0308,9.9811,0.4041,0.63
0.151143,0.0054,10.0033,0.376,0.63
0.151345,0.0364,10.0034,0.3772,0.63
0.167243,0.0342,10.0085,0.3573,0.62
0.169075,0.0188,10.0017,0.2908,0.58
0.187347,0.0392,9.9849,0.2032,0.53
0.199911,-0.0178,9.9903,0.1408,0.51
0.200082,-0.1083,9.9688,0.0494,0.48
0.214558,-0.2085,9.9795,0.0059,0.52
0.219216,-0.2367,10.0012,-0.0562,0.56
0.233836,-0.2279,10.0049,-0.0315,0.55
0.238982,-0.2198,9.9976,-0.0348,0.55
0.249957,-0.1938,9.9894,-0.0646,0.53
0.265123,-0.1677,9.9182,-0.0959,0.46
0.269313,-0.1459,9.854,-0.1263,0.4
0.282974,-0.0547,9.8186,-0.1932,0.38
0.301362,0.0675,9.7672,-0.273,0.39
0.301494,0.111,9.7288,-0.3175,0.41
0.316533,0.0992,9.7086,-0.3756,0.44
0.318722,-0.0162,9.7064,-0.4143,0.46
0.333353,-0.145,9.7175,-0.4227,0.5
0.339056,-0.2362,9.6963,-0.3944,0.5
0.348983,-0.2881,9.6831,-0.302,0.46
0.366498,-0.3599,9.7079,-0.2361,0.48
0.368916,-0.3458,9.7014,-0.2149,0.45
0.383143,-0.309,9.6639,-0.2574,0.43
0.389092,-0.3154,9.6682,-0.346,0.5
0.399577,-0.2364,9.6922,-0.4138,0.51
0.417386,-0.1671,9.704,-0.4638,0.53
0.419705,-0.1365,9.713799999999999,-0.5293,0.59
0.433305,-0.0686,9.6794,-0.5516,0.58
0.438779,-0.1704,9.7997,-0.6068,0.7
0.450929,-0.2116,9.9094,-0.6451,0.79
0.466011,-0.1692,9.9488,-0.739,0.88
0.468753,-0.1478,9.9939,-0.833,0.98
0.483692,-0.1192,9.953,-0.9049,1.02
0.48878,-0.1281,9.9682,-0.9265,1.05
0.500183,-0.1183,9.9487,-0.9373,1.05
0.518002,-0.0986,9.875,-0.951,1.03
0.51821,-0.1041,9.7605,-0.9326,0.97
0.535114,-0.1413,9.7064,-0.8924,0.93
0.538655,-0.1843,9.6572,-0.8349,0.87
0.552127,-0.1783,9.7271,-0.7698,0.82
0.568795,-0.1131,9.7638,-0.7129,0.77
0.568965,-0.0723,9.8174,-0.649,0.73
0.585192,-0.0317,9.8678,-0.5563,0.67
0.588636,0.0217,9.8543,-0.4178,0.55
0.602169,0.081,9.8086,-0.2485,0.4
0.608699,0.1351,9.7379,-0.0924,0.29
0.618557,0.1682,9.6816,0.0225,0.25
0.635321,0.1642,9.611,0.0919,0.22
0.638247,0.0976,9.5837,0.0569,0.14
0.651388,-0.0172,9.6002,-0.0101,0.1
0.658457,-0.0677,9.6375,-0.1112,0.19
0.668592,-0.0995,9.7073,-0.137,0.27
0.686307,-0.1455,9.7985,-0.0526,0.34
0.687954,-0.1944,9.8166,0.0248,0.37
0.702733,-0.2549,9.7898,0.0967,0.4
0.708627,-0.3023,9.657,0.1465,0.37
0.71874,-0.3362,9.5494,0.1623,0.38
0.735625,-0.3304,9.5337,0.1741,0.37
0.74391,-0.2784,9.5828,0.1541,0.33
0.75292,-0.214,9.6417,0.1427,0.29
0.758203,-0.2123,9.7655,0.0733,0.35
0.770214,-0.2178,9.8914,-0.0212,0.45
0.785848,-0.2596,10.0173,-0.1484,0.6
0.787875,-0.2316,10.1194,-0.2241,0.7
0.802114,-0.198,10.1425,-0.2759,0.73
0.807859,-0.1657,10.1298,-0.2748,0.71
0.81933,-0.1441,10.0661,-0.266,0.64
0.835816,-0.1188,9.9706,-0.2163,0.53
0.837732,-0.0671,9.8671,-0.1312,0.4
0.853556,-0.0069,9.8206,-0.0429,0.32
0.857611,0.0926,9.8012,0.0294,0.32
0.868432,0.1486,9.7786,0.0831,0.33
0.885417,0.211,9.783,0.0772,0.36
0.887612,0.2091,9.8064,0.0766,0.38
0.906374,0.232,9.8248,0.0551,0.4
0.907851,0.2223,9.8942,0.0376,0.45
0.919913,0.2181,9.9455,-0.0051,0.5
0.937205,0.1464,9.9481,-0.0449,0.47
0.937981,0.0902,9.9049,-0.0615,0.42
0.951925,-0.0111,9.8588,0.0203,0.36
0.957882,0.0113,9.8033,0.1873,0.36
0.969897,0.0642,9.6861,0.3241,0.38
0.977641,0.0932,9.5759,0.4108,0.43
0.988155,0.0806,9.5177,0.4534,0.46
1.002749,0.0824,9.5004,0.3511,0.36
1.007816,0.0911,9.6149,0.1892,0.24
1.021691,0.1631,9.7602,0.0045,0.31
1.028139,0.1899,9.8966,-0.0943,0.45
1.039698,0.1414,10.0115,-0.1886,0.56
1.054475,0.0609,10.0998,-0.24,0.65
1.057994,0.0294,10.1206,-0.3021,0.69
1.072472,0.0214,10.0874,-0.3166,0.67
1.077919,0.0327,10.0082,-0.3019,0.59
1.087909,0.0499,9.926,-0.2353,0.49
1.10609,0.0254,9.8639,-0.1527,0.4
1.107311,-0.0187,9.8398,-0.1066,0.36
1.120297,-0.034,9.8136,-0.0596,0.32
1.127975,-0.0468,9.8536,-0.0015,0.36
1.139177,-0.0406,9.8924,0.0253,0.4
1.154294,-0.0645,9.8803,0.0061,0.39
1.157756,-0.0399,9.8052,-0.0004,0.31
1.173506,-0.1059,9.7792,-0.005,0.3
1.177941,-0.1362,9.7451,-0.0022,0.28
1.187757,-0.1434,9.6953,0.0098,0.24
1.20693,-0.1555,9.676,-0.0082,0.24
1.207805,-0.1643,9.688,-0.0651,0.26
1.22299,-0.1169,9.7139,-0.0567,0.25
1.227924,-0.0265,9.7498,-0.0384,0.25
1.23903,0.055,9.7806,0.005,0.29
1.256648,0.1374,9.6975,0.0153,0.24
1.257462,0.272,9.6181,0.0558,0.3
1.273655,0.4043,9.4786,0.0599,0.41
1.278162,0.4854,9.3582,0.0812,0.51
1.300193,0.5103,9.2979,0.1197,0.56
1.300542,0.4518,9.3646,0.0804,0.48
1.308143,0.2858,9.465,0.1096,0.31
1.323173,0.1634,9.6416,0.0957,0.24
1.326991,0.0821,9.8213,0.1195,0.35
1.34069,0.0212,9.9282,0.0903,0.44
1.347241,-0.0237,9.9549,0.0435,0.46
1.357069,-0.0908,9.9378,0.0508,0.45
1.373072,-0.135,9.9429,0.0747,0.47
1.376876,-0.1945,9.9139,0.1028,0.47
1.390503,-0.2566,9.8712,0.1317,0.47
1.397225,-0.3088,9.8954,0.2061,0.54
1.406996,-0.3579,9.9626,0.199,0.62
1.430901,-0.3874,10.0079,0.1664,0.66
1.431245,-0.3564,9.9923,0.1742,0.63
1.44225,-0.3246,9.9207,0.162,0.56
1.447046,-0.2643,9.8271,0.1638,0.45
1.461299,-0.2167,9.7897,0.2162,0.42
1.476982,-0.1614,9.7492,0.2364,0.38
