time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009689,-0.021,9.8458,0.3082,0.46
0.021431,0.0363,9.7893,0.3311,0.44
0.02301,0.0665,9.7778,0.3701,0.47
0.037081,0.1042,9.7662,0.4054,0.5
0.04725,0.1039,9.7496,0.3584,0.45
0.05083,0.0823,9.771,0.3173,0.43
0.065295,0.0489,9.8104,0.3215,0.45
0.080897,-0.0129,9.8318,0.3744,0.5
0.081044,-0.01,9.8523,0.4035,0.54
0.098332,0.0007,9.9078,0.4538,0.61
0.10084,-0.028,9.9203,0.474,0.63
0.114482,-0.0077,9.9417,0.4817,0.65
0.121419,0.0346,9.9349,0.4415,0.62
0.131705,0.0844,9.9422,0.3487,0.57
0.148016,0.151,9.9493,0.296,0.56
0.150843,0.1625,9.9684,0.2884,0.57
0.173328,0.2303,10.0026,0.3003,0.63
0.173454,0.2018,9.967,0.3445,0.61
0.181057,0.0729,9.9368,0.3913,0.59
0.200399,-0.1017,9.845,0.4899,0.61
0.200581,-0.1981,9.7266,0.5095,0.59
0.215642,-0.2681,9.6754,0.5239,0.61
0.221014,-0.3593,9.6442,0.5535,0.68
0.232521,-0.4495,9.6221,0.5368,0.71
0.248842,-0.4804,9.5968,0.465,0.68
0.250255,-0.53,9.5934,0.3605,0.65
0.265201,-0.6033,9.6407,0.2793,0.68
0.270542,-0.5796,9.678,0.2954,0.67
0.282128,-0.5579,9.7122,0.3292,0.68
0.29934,-0.5535,9.788,0.2642,0.68
0.300148,-0.4512,9.8336,0.2323,0.61
0.315705,-0.3361,9.8392,0.1739,0.51
0.320773,-0.231,9.8844,0.1841,0.48
0.332362,-0.1124,9.9905,0.1836,0.54
0.347811,-0.035,10.0885,0.1485,0.61
0.350263,0.0035,10.1583,0.1113,0.67
0.369589,0.024,10.2014,0.0718,0.71
0.370695,0.0008,10.2086,0.0975,0.72
0.38365,-0.0683,10.24,0.1285,0.75
0.399532,-0.0995,10.2838,0.1564,0.81
0.401306,-0.0948,10.2829,0.2107,0.82
0.420427,-0.1168,10.2291,0.2297,0.77
0.420535,-0.1831,10.1178,0.1826,0.67
0.430733,-0.1149,10.0453,0.2023,0.59
0.450488,-0.0814,9.939,0.1512,0.47
0.450706,0.0094,9.8497,0.1189,0.37
0.466146,0.0319,9.7313,0.1129,0.26
0.470299,0.1208,9.6655,0.1066,0.23
0.483124,0.1952,9.6404,0.1527,0.28
0.490805,0.2314,9.559,0.1999,0.31
0.50072,0.1967,9.5624,0.1944,0.28
0.516679,0.0622,9.5579,0.1543,0.18
0.52045,-0.1488,9.5604,0.081,0.18
0.534119,-0.4042,9.5642,0.0104,0.41
0.540847,-0.5826,9.6268,-0.0449,0.6
0.554621,-0.7049,9.6614,-0.0749,0.73
0.566992,-0.804,9.7191,-0.1272,0.84
0.57436,-0.898,9.801,-0.1574,0.96
0.584818,-0.9393,9.896,-0.1738,1.03
0.600503,-0.9827,9.9688,-0.141,1.1
0.604275,-0.9767,10.0001,-0.0837,1.1
0.617691,-0.8921,9.9691,-0.0271,1.01
0.624551,-0.7069,9.8965,-0.0159,0.81
0.635687,-0.5223,9.7703,-0.0305,0.59
0.651511,-0.3034,9.6707,0.008,0.35
0.653938,-0.1001,9.5875,0.0323,0.14
0.667906,0.0739,9.4988,-0.0012,0.07
0.674467,0.1796,9.4858,-0.0262,0.18
0.684412,0.2198,9.495,0.0282,0.22
0.701279,0.1926,9.5403,-0.0071,0.2
0.704161,0.1092,9.6262,-0.0785,0.18
0.718502,0.0157,9.6702,-0.1727,0.24
0.724364,-0.1549,9.6996,-0.2055,0.33
0.733919,-0.3652,9.679,-0.2665,0.49
0.751448,-0.4407,9.6294,-0.2318,0.51
0.753668,-0.5141,9.5679,-0.1323,0.54
0.76736,-0.6,9.4495,-0.078,0.61
0.775558,-0.5718,9.3175,-0.088,0.61
0.785448,-0.4903,9.2032,-0.05,0.58
0.801169,-0.4875,9.0618,-0.0406,0.66
0.804466,-0.454,8.8947,-0.0212,0.76
0.81787,-0.332,8.7149,-0.0254,0.85
0.824181,-0.187,8.5242,-0.0271,0.99
0.835886,-0.1923,8.3406,-0.0083,1.18
0.853485,-0.2952,8.2653,0.0078,1.27
0.853666,-0.424,8.2519,0.06,1.32
0.868272,-0.5956,8.200099999999999,0.2388,1.45
0.87364,-0.7344,8.082699999999999,0.37,1.64
0.885236,-0.6348,7.8329,0.3619,1.82
0.9027,-0.4864,7.4541,0.2875,2.12
0.903488,-0.3601,7.0634,0.2565,2.48
0.919858,-0.3275,6.6782,0.2573,2.85
0.923743,-0.3104,6.2332,0.3013,3.3
0.936068,-0.3062,5.8128,0.3616,3.72
0.943676,-0.4721,5.4717,0.4088,4.08
0.953933,-0.7926,5.2242,0.5635,4.38
0.971429,-1.1816,5.224,0.7334,4.5
0.973576,-1.5953,5.4952,1.0959,4.45
0.987418,-2.0575,6.0702,1.7026,4.35
0.993916,-2.4768,6.7691,2.1968,4.29
1.004522,-2.6594,7.4,2.4225,4.17
1.021257,-2.5376,7.9708000000000006,2.222,3.7
1.024228,-1.9873,8.4851,1.6413,2.77
1.037847,-1.0696,8.8696,0.9243,1.55
1.044249,0.4928,9.3261,0.0207,0.52
1.053988,2.3907,10.2898,-0.9824,2.7
1.071249,3.3751,11.668,-2.0627,4.51
1.07367,3.4236,13.3265,-2.8225,5.86
1.08635,2.9411,15.0917,-2.2687,6.71
1.093847,2.0904,16.7367,-0.8263,7.58
1.104272,0.945,17.9407,-0.1808,8.5
1.12161,-0.5659,18.1924,-1.5381,8.85
1.123903,-1.5708,17.4891,-3.7375,8.96
1.138345,-1.6544,16.3389,-4.5309,8.37
1.144163,-1.0947,15.3461,-3.9994,7.17
1.154722,0.1268,15.0247,-3.2428,6.41
1.176297,1.7163,15.4086,-1.7553,6.4
1.188816,4.3838,15.721,4.2047,8.69
1.205422,1.8873,13.1542,3.1096,5.16
1.223112,0.5239,11.482,1.0933,2.32
1.223283,0.1605,10.1605,-0.1379,0.69
1.239721,0.1509,9.1668,-0.5768,0.68
1.243708,0.2961,8.408,-0.4815,1.23
1.254124,0.6692,7.8439,-0.0032,1.79
1.272176,1.0304,7.4965,0.5754,2.33
